Sleep_Stage,MeanP_Delta_F4,MedianF_Delta_F4,MeanF_Delta_F4,Spectral Edge_Delta_F4,PeakF_Delta_F4
NREM,0.01185,0.87415,4.74537,2.37268,0.87415
NREM,0.02237,0.74927,4.62049,1.87317,0.74927
NREM,0.01137,0.99902,5.24488,2.37268,0.87415
NREM,0.0203,0.74927,4.87024,1.74829,0.74927
NREM,0.01159,0.87415,5.49463,2.12293,0.74927
NREM,0.01721,0.87415,5.24488,2.12293,0.87415
NREM,0.02092,0.99902,4.99512,1.87317,0.99902
NREM,0.02002,0.87415,4.62049,1.99805,0.87415
NREM,0.01835,0.87415,4.87024,1.74829,0.99902
NREM,0.03293,0.87415,4.24585,1.74829,0.99902
NREM,0.01439,0.87415,5.12,1.99805,0.87415
NREM,0.01647,0.87415,4.99512,1.87317,0.74927
NREM,0.02032,0.74927,4.74537,1.99805,0.74927
NREM,0.01695,0.74927,4.99512,2.12293,0.74927
NREM,0.01212,0.87415,5.49463,2.37268,0.74927
NREM,0.01282,0.74927,5.36976,1.99805,0.62439
NREM,0.02848,0.74927,4.37073,1.74829,0.74927
NREM,0.01704,0.87415,4.87024,1.99805,0.87415
NREM,0.01177,0.87415,5.36976,2.12293,0.49951
NREM,0.01537,0.87415,5.12,2.12293,0.62439
NREM,0.01833,0.87415,4.12098,1.87317,0.74927
NREM,0.01328,0.99902,5.99415,2.37268,0.99902
NREM,0.00762,0.87415,5.99415,2.37268,0.87415
NREM,0.01198,0.87415,5.36976,1.99805,0.74927
NREM,0.01138,0.99902,5.36976,2.2478,0.99902
NREM,0.01516,0.87415,4.87024,1.87317,0.87415
NREM,0.021,0.62439,4.49561,1.62341,0.62439
NREM,0.02034,0.87415,4.99512,1.87317,0.99902
NREM,0.01207,0.87415,5.12,1.87317,0.87415
NREM,0.01586,0.87415,4.62049,1.99805,0.87415
NREM,0.01027,0.87415,4.99512,2.12293,0.74927
NREM,0.02097,0.87415,4.87024,1.62341,0.74927
NREM,0.01697,0.87415,4.74537,2.12293,0.62439
NREM,0.01068,0.87415,5.36976,2.12293,0.87415
NREM,0.01834,0.87415,4.99512,1.99805,0.87415
NREM,0.01468,0.87415,4.99512,1.99805,0.87415
NREM,0.02081,0.74927,4.49561,1.49854,0.62439
NREM,0.02055,0.87415,4.37073,1.99805,0.99902
NREM,0.01407,1.1239,4.99512,2.2478,1.24878
NREM,0.01646,0.87415,4.99512,1.62341,0.99902
NREM,0.01111,0.99902,5.24488,2.2478,0.99902
NREM,0.01478,0.74927,4.74537,1.87317,0.74927
NREM,0.01412,0.87415,5.12,1.99805,0.74927
NREM,0.01512,0.87415,5.24488,2.12293,0.74927
NREM,0.00949,0.87415,5.49463,2.37268,0.87415
NREM,0.00859,0.87415,5.61951,2.49756,0.87415
NREM,0.01882,0.74927,4.74537,1.74829,0.74927
NREM,0.01063,0.87415,5.49463,1.99805,0.87415
NREM,0.01597,0.74927,5.12,1.99805,0.74927
NREM,0.00963,0.87415,5.12,2.2478,0.87415
NREM,0.01407,0.74927,4.87024,1.87317,0.74927
NREM,0.01399,0.87415,5.12,1.99805,0.99902
NREM,0.02149,0.74927,4.87024,1.87317,0.62439
NREM,0.01256,0.87415,5.61951,1.99805,0.62439
NREM,0.01188,0.87415,5.36976,2.2478,0.87415
NREM,0.01761,0.87415,4.62049,1.62341,0.99902
NREM,0.01806,0.74927,4.87024,1.62341,0.74927
NREM,0.01157,0.87415,5.24488,2.12293,0.62439
NREM,0.01679,0.74927,4.99512,2.12293,0.74927
NREM,0.01267,0.74927,4.74537,1.99805,0.74927
NREM,0.01112,0.87415,5.24488,1.99805,0.74927
NREM,0.01058,0.87415,5.24488,2.12293,0.74927
NREM,0.0162,0.62439,5.99415,2.2478,0.62439
NREM,0.01266,0.87415,4.87024,2.2478,0.87415
NREM,0.01677,0.87415,4.49561,1.87317,0.74927
NREM,0.01097,0.74927,5.49463,2.2478,0.74927
NREM,0.00894,0.87415,5.36976,2.62244,0.74927
NREM,0.01982,0.74927,4.49561,1.74829,0.62439
NREM,0.01212,0.74927,5.12,2.12293,0.62439
NREM,0.01863,0.74927,4.99512,1.49854,0.74927
NREM,0.01376,0.74927,5.36976,1.87317,0.62439
NREM,0.01586,0.62439,4.62049,1.74829,0.62439
NREM,0.00982,0.87415,4.99512,2.2478,0.74927
NREM,0.02534,0.74927,4.62049,1.87317,0.62439
NREM,0.01605,0.74927,4.62049,1.74829,0.62439
NREM,0.0118,0.87415,4.87024,2.2478,0.74927
NREM,0.019,0.74927,5.61951,1.87317,0.62439
NREM,0.02084,0.74927,4.49561,1.62341,0.74927
NREM,0.008,0.99902,6.2439,2.8722,0.99902
NREM,0.01091,0.99902,5.86927,2.99707,0.74927
NREM,0.01551,0.62439,5.61951,1.74829,0.74927
NREM,0.00911,1.1239,6.2439,2.8722,0.87415
NREM,0.01801,0.87415,5.49463,2.62244,0.87415
NREM,0.01533,0.87415,5.36976,2.74732,0.74927
NREM,0.00545,0.99902,6.86829,3.87122,0.87415
NREM,0.0178,1.24878,5.36976,2.37268,1.49854
NREM,0.01366,1.1239,5.99415,2.49756,1.24878
NREM,0.00973,1.1239,6.11902,3.37171,0.87415
NREM,0.00877,0.87415,6.49366,2.99707,0.74927
NREM,0.01257,0.87415,6.11902,2.49756,0.87415
NREM,0.00601,0.87415,6.74341,3.74634,0.37463
NREM,0.01003,0.99902,5.74439,2.74732,0.62439
NREM,0.01044,0.99902,6.11902,2.37268,1.1239
NREM,0.01298,1.37366,5.74439,2.37268,1.49854
NREM,0.01289,1.24878,5.86927,2.62244,1.24878
NREM,0.00609,1.49854,6.61854,3.9961,0.87415
NREM,0.02483,1.1239,4.99512,2.49756,1.1239
NREM,0.0076,1.1239,6.36878,3.37171,0.87415
NREM,0.01979,1.24878,5.61951,2.62244,1.24878
NREM,0.01124,1.1239,5.99415,3.24683,0.87415
NREM,0.02037,1.24878,5.24488,2.2478,1.37366
NREM,0.00864,0.87415,6.2439,2.49756,0.74927
NREM,0.00943,0.99902,6.11902,2.8722,0.99902
NREM,0.01233,0.99902,5.86927,2.37268,0.99902
NREM,0.0129,0.99902,5.61951,2.49756,0.99902
NREM,0.00639,1.24878,5.86927,2.74732,1.24878
NREM,0.00651,1.1239,6.36878,3.12195,0.74927
NREM,0.01019,0.99902,5.61951,2.74732,0.62439
NREM,0.00471,1.37366,6.36878,3.24683,0.74927
NREM,0.00271,1.1239,6.49366,3.62146,0.87415
NREM,0.00406,1.1239,6.2439,3.49659,0.74927
NREM,0.01006,0.99902,5.36976,2.2478,1.1239
NREM,0.0075,0.99902,6.99317,2.8722,0.87415
NREM,0.00924,1.1239,6.2439,2.74732,0.99902
NREM,0.00684,1.24878,6.49366,2.99707,1.1239
NREM,0.01145,0.99902,6.11902,2.49756,0.99902
NREM,0.00526,0.87415,7.24293,3.37171,0.62439
NREM,0.01034,0.87415,6.61854,2.62244,0.74927
NREM,0.00988,0.99902,6.2439,2.8722,0.87415
NREM,0.01262,1.1239,5.61951,2.8722,0.99902
NREM,0.01725,0.99902,6.11902,2.37268,0.99902
NREM,0.00522,1.1239,6.36878,3.49659,0.87415
NREM,0.0179,0.87415,4.62049,1.99805,0.74927
NREM,0.01277,0.87415,5.74439,2.37268,0.74927
NREM,0.01109,0.99902,5.49463,2.62244,0.99902
NREM,0.0132,0.99902,5.36976,2.2478,1.1239
NREM,0.0124,0.99902,5.49463,2.12293,0.62439
NREM,0.00681,0.87415,5.99415,2.8722,0.74927
NREM,0.00313,0.99902,6.61854,3.37171,0.99902
NREM,0.00522,1.1239,6.11902,3.24683,0.87415
NREM,0.00356,1.1239,6.49366,3.37171,0.99902
NREM,0.01216,0.87415,5.49463,1.99805,0.74927
NREM,0.01057,0.87415,5.86927,2.49756,0.87415
NREM,0.01764,0.87415,5.36976,2.12293,0.74927
NREM,0.0159,0.99902,4.99512,2.2478,0.87415
NREM,0.0168,0.99902,4.74537,2.12293,0.87415
NREM,0.00845,0.99902,5.61951,2.74732,0.99902
NREM,0.00311,1.1239,6.36878,3.49659,0.87415
NREM,0.00589,0.99902,6.49366,2.99707,0.87415
NREM,0.0075,0.99902,6.2439,2.8722,0.74927
NREM,0.01404,0.99902,5.24488,2.12293,0.87415
NREM,0.00399,1.1239,6.61854,3.24683,0.99902
NREM,0.00575,0.99902,5.99415,2.8722,0.74927
NREM,0.01077,0.99902,5.49463,2.37268,0.74927
NREM,0.00791,0.99902,5.74439,2.62244,0.87415
NREM,0.01085,0.99902,5.74439,2.62244,0.74927
NREM,0.00241,1.24878,6.86829,3.49659,1.24878
NREM,0.00678,0.99902,5.61951,2.74732,0.87415
NREM,0.01304,0.87415,5.24488,2.2478,0.74927
NREM,0.00547,0.99902,5.86927,2.8722,0.62439
NREM,0.00378,0.99902,6.49366,2.74732,0.87415
NREM,0.00356,1.1239,6.49366,3.24683,0.87415
NREM,0.00647,1.1239,6.36878,2.99707,1.1239
NREM,0.00595,1.1239,6.11902,2.74732,1.1239
NREM,0.00548,1.1239,5.86927,2.99707,0.87415
NREM,0.00376,0.99902,6.11902,3.37171,0.87415
NREM,0.0061,0.99902,5.99415,2.37268,0.62439
NREM,0.00729,0.99902,6.2439,2.62244,0.62439
NREM,0.01048,0.99902,5.61951,2.74732,0.87415
NREM,0.00842,0.99902,5.61951,2.62244,0.49951
NREM,0.00451,1.24878,6.36878,3.37171,0.99902
NREM,0.00787,0.87415,5.99415,2.62244,0.62439
NREM,0.01429,0.74927,5.12,1.87317,0.74927
NREM,0.01244,0.87415,5.61951,2.12293,0.74927
NREM,0.00883,0.74927,5.99415,2.49756,0.74927
NREM,0.01076,0.87415,5.61951,2.12293,0.74927
NREM,0.00731,0.87415,5.61951,2.62244,0.87415
NREM,0.00467,0.87415,6.36878,3.24683,0.62439
NREM,0.00239,1.49854,6.61854,3.49659,1.1239
NREM,0.01884,0.87415,4.74537,2.12293,0.49951
NREM,0.00566,0.87415,5.99415,2.62244,0.87415
NREM,0.00574,0.87415,6.11902,2.49756,0.62439
NREM,0.00902,0.87415,5.49463,2.62244,0.74927
NREM,0.01171,0.74927,5.36976,1.87317,0.74927
NREM,0.00503,1.37366,5.86927,3.37171,0.99902
NREM,0.00669,0.87415,5.49463,2.62244,0.74927
NREM,0.00386,1.24878,6.74341,3.87122,0.99902
NREM,0.00689,0.99902,5.99415,2.8722,0.62439
NREM,0.0077,0.74927,5.61951,2.62244,0.62439
NREM,0.00346,1.1239,6.36878,3.24683,0.87415
NREM,0.00462,1.1239,6.99317,3.62146,0.74927
NREM,0.00449,0.99902,6.2439,3.24683,0.74927
NREM,0.00662,0.99902,6.2439,2.8722,0.74927
NREM,0.00839,0.87415,6.86829,2.62244,0.74927
NREM,0.00662,0.99902,6.11902,2.8722,0.62439
NREM,0.00474,0.99902,6.11902,3.12195,0.87415
NREM,0.01357,0.87415,5.74439,2.37268,0.62439
NREM,0.00701,0.99902,6.49366,3.12195,0.74927
NREM,0.00903,0.74927,5.86927,2.12293,0.74927
NREM,0.0195,0.87415,5.12,1.74829,0.74927
NREM,0.00395,0.99902,6.36878,2.99707,0.74927
NREM,0.00642,0.99902,6.36878,3.12195,0.99902
NREM,0.00622,0.99902,6.2439,2.99707,0.87415
NREM,0.00797,0.87415,6.36878,2.37268,0.99902
NREM,0.01207,0.74927,5.36976,1.99805,0.62439
NREM,0.01099,0.99902,6.74341,3.12195,0.87415
NREM,0.01096,0.87415,5.24488,2.37268,0.87415
NREM,0.01331,0.99902,4.99512,2.62244,0.99902
NREM,0.01282,0.87415,4.74537,1.99805,0.87415
NREM,0.00225,1.74829,6.2439,3.74634,0.99902
NREM,0.00378,1.24878,6.2439,3.74634,0.62439
NREM,0.00673,1.1239,6.36878,2.8722,0.87415
REM,0.00299,1.24878,6.86829,3.49659,0.49951
REM,0.00236,1.37366,6.49366,3.9961,1.1239
REM,0.00421,1.37366,6.11902,3.9961,1.37366
REM,0.00451,1.37366,5.99415,3.87122,0.74927
REM,0.00266,1.49854,6.74341,3.87122,0.49951
REM,0.00316,0.99902,5.99415,3.74634,0.62439
REM,0.00198,1.74829,6.36878,4.74537,0.74927
REM,0.00327,1.37366,6.2439,4.12098,0.87415
REM,0.00738,1.1239,5.99415,2.49756,1.1239
REM,0.00315,1.1239,6.49366,4.12098,0.49951
REM,0.00461,1.1239,5.74439,3.37171,1.1239
REM,0.00275,1.74829,6.49366,3.87122,0.62439
REM,0.00182,1.74829,6.49366,4.37073,0.74927
NREM,0.01842,1.1239,5.12,2.12293,1.1239
NREM,0.01511,0.99902,5.36976,2.37268,0.99902
NREM,0.00633,1.49854,6.11902,3.49659,0.62439
REM,0.00518,0.99902,6.2439,3.37171,0.62439
REM,0.00288,1.24878,6.49366,3.87122,0.87415
REM,0.00692,0.87415,5.99415,3.37171,0.62439
REM,0.00244,1.37366,6.61854,4.62049,0.87415
REM,0.00203,1.24878,6.74341,4.12098,0.62439
REM,0.00218,1.49854,6.74341,4.12098,1.37366
REM,0.00179,1.87317,6.36878,4.12098,1.1239
NREM,0.00239,1.24878,6.74341,3.87122,0.49951
NREM,0.01013,1.24878,5.36976,2.74732,1.37366
NREM,0.00609,1.24878,6.11902,3.49659,1.1239
NREM,0.00401,1.24878,6.74341,3.37171,0.87415
REM,0.00207,1.49854,6.36878,3.87122,0.49951
REM,0.00227,1.24878,6.49366,3.74634,0.87415
REM,0.00247,1.49854,6.99317,4.74537,0.49951
REM,0.00184,1.87317,6.99317,4.74537,0.99902
REM,0.00163,1.87317,7.3678,4.37073,0.62439
REM,0.00188,1.37366,6.49366,4.74537,0.87415
REM,0.00311,1.49854,6.86829,3.87122,0.99902
REM,0.00224,1.24878,5.99415,3.9961,0.49951
REM,0.00398,1.24878,6.36878,3.74634,0.99902
NREM,0.00461,0.87415,6.49366,3.24683,0.49951
NREM,0.0196,0.99902,5.36976,2.2478,0.87415
NREM,0.00306,1.1239,7.24293,4.12098,0.87415
NREM,0.00712,0.99902,6.2439,2.99707,0.62439
NREM,0.00322,1.24878,6.36878,3.9961,0.87415
NREM,0.00685,1.1239,5.86927,2.99707,0.99902
NREM,0.00622,0.99902,6.2439,2.8722,0.87415
NREM,0.00328,1.1239,6.86829,3.62146,0.74927
NREM,0.00487,1.1239,6.86829,3.62146,0.99902
NREM,0.00263,1.62341,6.74341,4.24585,0.87415
NREM,0.01009,1.1239,5.99415,3.24683,0.99902
NREM,0.00251,1.37366,6.86829,3.87122,0.87415
NREM,0.00282,1.49854,6.74341,4.37073,0.62439
NREM,0.01204,0.87415,5.61951,2.49756,0.62439
NREM,0.00531,1.49854,5.74439,3.12195,1.49854
NREM,0.00381,1.1239,6.61854,4.12098,0.74927
NREM,0.00863,0.99902,5.86927,2.37268,0.99902
NREM,0.00393,1.24878,6.74341,3.74634,0.74927
NREM,0.005,0.87415,6.36878,2.8722,0.99902
NREM,0.00266,0.99902,6.2439,4.24585,0.87415
NREM,0.00443,0.99902,6.61854,3.37171,0.99902
NREM,0.00243,1.37366,6.61854,4.12098,0.87415
NREM,0.00194,1.87317,6.11902,3.9961,0.99902
REM,0.00201,1.62341,5.99415,3.62146,0.62439
REM,0.002,1.24878,6.74341,3.62146,1.1239
REM,0.00209,1.62341,6.74341,3.74634,0.62439
REM,0.00231,1.24878,6.2439,3.87122,0.49951
REM,0.00196,1.62341,6.49366,3.9961,0.49951
REM,0.0021,1.49854,6.74341,4.37073,0.62439
REM,0.00387,1.37366,6.61854,3.74634,0.99902
NREM,0.01196,0.87415,5.74439,2.74732,0.87415
NREM,0.00065,1.24878,8.86634,4.12098,0.62439
NREM,0.001,0.87415,8.99122,3.49659,0.37463
NREM,0.0008,1.49854,8.86634,4.99512,0.62439
NREM,0.0017,0.74927,8.74146,3.37171,0.37463
NREM,0.00152,0.74927,8.86634,3.37171,0.62439
NREM,0.00097,1.37366,8.99122,5.24488,1.24878
NREM,0.00189,0.87415,8.36683,2.62244,0.87415
NREM,0.00345,1.1239,6.99317,2.49756,0.49951
NREM,0.00394,1.1239,4.62049,2.49756,1.1239
NREM,0.00143,1.24878,6.74341,3.24683,1.37366
NREM,0.00139,1.49854,6.36878,3.12195,0.74927
NREM,0.00168,1.37366,5.99415,2.8722,0.74927
NREM,0.00273,1.37366,5.36976,2.99707,0.87415
NREM,0.00187,1.24878,5.49463,2.74732,1.1239
NREM,0.00196,1.24878,5.99415,3.12195,0.99902
NREM,0.00165,1.37366,6.61854,3.24683,1.1239
NREM,0.0021,1.49854,5.86927,2.99707,1.1239
NREM,0.00396,1.24878,5.86927,2.74732,1.1239
NREM,0.00109,0.74927,8.99122,4.12098,0.49951
NREM,0.00173,1.62341,7.74244,2.8722,1.74829
NREM,0.00132,1.24878,8.36683,3.62146,0.49951
NREM,0.00173,0.87415,7.74244,2.74732,0.62439
NREM,0.0011,0.99902,8.99122,6.36878,0.62439
NREM,0.00129,1.49854,7.3678,3.24683,1.49854
NREM,0.00088,1.24878,8.99122,6.61854,0.87415
NREM,0.00104,0.87415,8.74146,3.49659,0.62439
NREM,0.0013,0.87415,8.99122,3.37171,0.74927
NREM,0.00077,1.37366,9.24098,6.99317,0.49951
NREM,0.00101,1.1239,9.1161,6.36878,0.62439
NREM,0.00056,1.74829,8.86634,7.86732,1.37366
NREM,0.00094,0.99902,8.99122,5.12,0.49951
NREM,0.00071,1.62341,8.86634,7.49268,0.49951
NREM,0.00145,0.74927,8.61659,3.37171,0.62439
NREM,0.00127,0.87415,8.36683,3.49659,0.87415
NREM,0.00177,1.37366,7.9922,3.24683,0.49951
NREM,0.00102,1.37366,6.86829,3.49659,0.37463
NREM,0.00437,1.1239,5.12,2.62244,0.74927
NREM,0.00106,1.37366,6.99317,3.37171,0.37463
NREM,0.0014,1.37366,6.11902,3.24683,1.24878
NREM,0.00178,1.62341,6.61854,3.37171,1.99805
NREM,0.00429,1.49854,4.74537,2.74732,1.62341
NREM,0.00222,1.62341,5.99415,2.99707,1.49854
NREM,0.00191,1.37366,6.61854,3.12195,0.74927
NREM,0.00229,1.62341,5.61951,3.37171,1.37366
NREM,0.00229,1.37366,5.86927,3.12195,0.87415
NREM,0.00298,1.37366,5.99415,3.12195,0.99902
NREM,0.00366,1.24878,5.24488,3.24683,0.74927
NREM,0.00283,1.49854,5.61951,3.37171,0.99902
NREM,0.00386,1.1239,6.11902,2.99707,0.74927
NREM,0.00501,1.24878,5.49463,2.74732,1.24878
NREM,0.00863,0.87415,4.74537,2.2478,0.62439
NREM,0.00465,1.24878,4.99512,2.74732,0.99902
NREM,0.00325,1.37366,5.49463,3.24683,0.87415
NREM,0.00495,1.24878,5.49463,2.99707,0.74927
NREM,0.00622,1.1239,4.99512,2.62244,0.99902
NREM,0.00765,1.1239,5.12,2.49756,0.99902
NREM,0.00735,0.99902,4.99512,2.62244,0.99902
NREM,0.00636,1.37366,5.36976,2.49756,1.49854
NREM,0.00342,1.24878,6.36878,2.99707,1.1239
NREM,0.00574,1.1239,5.61951,2.37268,0.62439
NREM,0.00333,1.24878,5.61951,2.62244,1.24878
NREM,0.00579,0.99902,4.62049,2.49756,0.87415
NREM,0.00264,1.37366,6.11902,3.12195,0.99902
NREM,0.01454,0.87415,4.99512,1.87317,0.87415
NREM,0.00315,0.74927,8.36683,2.99707,0.37463
NREM,0.00143,0.99902,8.61659,4.99512,0.87415
NREM,0.00156,0.87415,7.49268,2.62244,0.49951
NREM,0.00418,1.37366,5.12,2.8722,1.49854
NREM,0.00277,0.99902,7.86732,2.8722,1.1239
NREM,0.0025,1.74829,7.49268,3.37171,0.87415
NREM,0.00109,1.1239,8.86634,4.62049,0.62439
NREM,0.00186,1.24878,6.36878,3.12195,0.49951
NREM,0.00365,0.99902,6.36878,2.37268,0.74927
NREM,0.00208,1.37366,5.74439,2.62244,1.62341
NREM,0.00386,0.99902,5.12,2.49756,0.87415
NREM,0.0025,1.24878,7.11805,2.99707,0.87415
NREM,0.00582,1.24878,4.37073,2.2478,0.99902
NREM,0.00183,1.62341,6.11902,3.37171,0.99902
NREM,0.00543,1.24878,5.86927,3.24683,0.74927
NREM,0.00143,1.1239,5.74439,3.24683,0.87415
NREM,0.00291,1.49854,5.99415,3.24683,1.24878
NREM,0.00329,1.62341,5.74439,2.8722,1.99805
NREM,0.00175,1.37366,6.74341,3.49659,0.74927
NREM,0.00329,1.1239,5.99415,2.8722,0.87415
NREM,0.00281,1.37366,5.74439,2.8722,1.74829
NREM,0.00465,1.1239,5.49463,2.74732,0.99902
NREM,0.00525,1.24878,4.99512,2.62244,1.24878
NREM,0.00785,0.99902,5.36976,2.37268,0.62439
NREM,0.00476,1.24878,4.62049,2.99707,0.99902
NREM,0.00276,1.37366,5.86927,3.12195,0.99902
NREM,0.00477,1.1239,5.99415,2.74732,0.49951
NREM,0.0024,1.37366,6.11902,3.24683,0.99902
NREM,0.00319,1.49854,5.61951,2.99707,1.62341
NREM,0.00574,0.87415,5.86927,2.8722,0.74927
NREM,0.00512,0.87415,6.49366,2.62244,0.62439
NREM,0.00227,1.24878,6.61854,2.8722,0.62439
NREM,0.00324,1.24878,6.74341,3.12195,0.49951
NREM,0.00518,1.24878,4.62049,2.49756,1.37366
NREM,0.00363,0.99902,5.99415,2.74732,0.62439
NREM,0.00519,0.87415,5.99415,2.62244,0.62439
NREM,0.0031,1.1239,5.36976,2.62244,0.62439
NREM,0.00201,0.74927,8.11707,3.12195,0.62439
NREM,0.09239,0.74927,2.74732,1.37366,0.87415
NREM,0.00171,1.49854,7.49268,2.99707,0.99902
NREM,0.00496,1.62341,5.99415,2.49756,1.74829
NREM,0.0015,1.49854,6.99317,3.24683,1.24878
NREM,0.0055,1.62341,4.24585,2.37268,1.49854
NREM,0.00112,1.24878,8.36683,4.37073,0.62439
NREM,0.00081,1.74829,6.86829,3.49659,2.12293
NREM,0.00307,0.87415,7.49268,2.74732,0.62439
NREM,0.0017,1.24878,5.99415,2.99707,1.1239
NREM,0.0014,1.24878,5.99415,2.99707,0.74927
NREM,0.00178,1.37366,6.36878,2.99707,1.37366
NREM,0.00204,1.62341,5.99415,3.49659,1.74829
NREM,0.00178,1.62341,6.2439,3.24683,0.74927
NREM,0.00272,0.99902,7.61756,3.12195,0.49951
NREM,0.00162,1.24878,6.49366,3.12195,0.74927
NREM,0.00391,1.62341,5.61951,2.74732,1.99805
NREM,0.00113,1.37366,6.49366,3.49659,0.49951
NREM,0.00141,1.37366,6.2439,3.37171,1.37366
NREM,0.00224,1.37366,5.99415,3.24683,0.99902
NREM,0.00402,0.99902,5.74439,2.8722,0.49951
NREM,0.00196,1.37366,6.11902,3.12195,0.87415
NREM,0.00344,0.99902,6.11902,2.8722,0.87415
NREM,0.00358,1.37366,5.49463,3.12195,1.49854
NREM,0.00314,1.24878,5.74439,3.12195,0.87415
NREM,0.00596,1.24878,5.12,2.37268,0.74927
NREM,0.00691,0.87415,5.12,2.62244,0.87415
NREM,0.00492,1.1239,5.24488,2.99707,0.74927
NREM,0.00525,1.1239,5.24488,2.62244,0.49951
NREM,0.00707,1.1239,5.24488,2.49756,0.74927
NREM,0.00892,1.1239,5.12,2.49756,0.87415
NREM,0.00904,0.99902,4.87024,2.49756,0.87415
NREM,0.00828,1.1239,4.87024,2.62244,0.74927
NREM,0.00974,0.87415,4.74537,2.37268,0.74927
NREM,0.0108,0.87415,4.99512,2.37268,0.74927
NREM,0.01095,0.87415,4.87024,2.37268,0.99902
NREM,0.011,0.99902,4.74537,2.49756,0.74927
NREM,0.01062,1.1239,4.62049,2.37268,0.74927
NREM,0.0149,0.99902,4.62049,2.37268,0.87415
NREM,0.01412,0.87415,4.49561,2.12293,0.74927
NREM,0.01503,0.87415,4.37073,2.12293,0.74927
NREM,0.01727,0.99902,4.62049,2.2478,0.74927
NREM,0.01748,0.74927,4.62049,2.12293,0.62439
NREM,0.01315,0.99902,4.74537,2.37268,0.87415
NREM,0.01329,0.87415,4.74537,2.2478,0.74927
NREM,0.0169,0.87415,4.49561,2.12293,0.74927
NREM,0.01789,0.87415,4.49561,2.37268,0.62439
NREM,0.01603,0.87415,4.62049,2.12293,0.74927
NREM,0.0131,0.99902,4.62049,2.2478,0.99902
NREM,0.01493,0.74927,4.74537,1.99805,0.74927
NREM,0.01743,0.74927,4.74537,2.37268,0.62439
NREM,0.02166,0.87415,4.12098,1.87317,0.74927
NREM,0.02885,0.87415,3.87122,1.62341,0.62439
NREM,0.0142,0.99902,4.74537,2.2478,0.87415
NREM,0.01903,0.99902,4.37073,2.2478,1.24878
NREM,0.02186,0.74927,4.12098,1.99805,0.62439
NREM,0.01628,0.87415,4.37073,1.99805,0.62439
NREM,0.01255,0.87415,5.12,2.2478,0.62439
NREM,0.01772,0.99902,4.24585,2.12293,0.87415
NREM,0.01634,0.99902,4.37073,2.2478,1.24878
NREM,0.01825,0.87415,4.37073,1.99805,0.62439
NREM,0.01435,0.99902,4.87024,2.37268,0.49951
NREM,0.01798,0.99902,4.12098,2.2478,0.87415
NREM,0.02306,0.74927,4.12098,1.99805,0.62439
NREM,0.01989,0.74927,4.62049,2.2478,0.62439
NREM,0.02015,0.87415,4.37073,2.2478,0.62439
NREM,0.01618,0.87415,4.62049,2.2478,0.62439
NREM,0.02424,0.87415,4.24585,1.74829,0.87415
NREM,0.02092,0.87415,4.24585,2.12293,0.87415
NREM,0.01748,0.99902,4.62049,2.12293,0.49951
NREM,0.0163,0.87415,4.49561,2.2478,0.49951
NREM,0.01786,0.99902,4.49561,2.12293,1.1239
NREM,0.02732,0.87415,3.9961,1.87317,0.62439
NREM,0.01686,0.99902,3.87122,1.99805,0.49951
NREM,0.01237,0.87415,4.62049,1.87317,0.87415
NREM,0.00162,1.1239,7.74244,4.49561,0.62439
NREM,0.00337,1.37366,6.86829,2.62244,0.37463
NREM,0.00513,1.49854,4.87024,2.49756,1.49854
NREM,0.00787,1.24878,5.24488,2.49756,1.1239
NREM,0.00287,1.37366,6.11902,2.8722,0.49951
NREM,0.00297,1.49854,5.74439,2.99707,1.62341
NREM,0.0048,1.37366,5.49463,2.99707,0.87415
NREM,0.00371,0.99902,5.49463,2.62244,0.87415
NREM,0.00159,1.49854,6.61854,3.62146,0.87415
NREM,0.00549,1.1239,5.36976,2.49756,0.74927
NREM,0.00348,1.24878,5.86927,3.12195,0.74927
NREM,0.00495,1.1239,5.24488,2.8722,0.62439
NREM,0.00248,1.37366,6.2439,3.37171,1.37366
NREM,0.00288,1.49854,5.99415,3.62146,0.74927
NREM,0.0045,1.24878,5.49463,2.99707,0.87415
NREM,0.00542,1.24878,5.36976,2.99707,1.1239
NREM,0.00377,1.24878,5.36976,2.8722,0.87415
NREM,0.00521,1.24878,5.12,2.74732,1.1239
NREM,0.00429,1.24878,5.86927,3.12195,0.99902
NREM,0.00812,0.99902,4.74537,2.37268,0.62439
NREM,0.00614,0.87415,5.36976,2.49756,0.74927
NREM,0.00539,1.1239,5.74439,2.99707,0.87415
NREM,0.00616,1.24878,5.61951,2.74732,1.37366
NREM,0.0125,0.74927,4.24585,2.12293,0.74927
NREM,0.01327,0.99902,4.62049,2.2478,0.62439
NREM,0.00584,1.1239,5.12,2.99707,0.87415
NREM,0.00754,0.99902,5.12,2.37268,0.87415
NREM,0.00894,1.1239,4.49561,2.62244,0.87415
NREM,0.00903,1.1239,4.62049,2.49756,0.74927
NREM,0.01303,0.87415,4.74537,2.12293,0.62439
NREM,0.00849,0.99902,4.99512,2.37268,0.87415
NREM,0.00818,0.99902,4.99512,2.49756,0.62439
NREM,0.01141,0.99902,4.87024,2.2478,0.74927
NREM,0.01019,0.99902,4.62049,2.49756,0.74927
NREM,0.00957,1.1239,4.87024,2.49756,0.74927
NREM,0.01789,0.87415,4.12098,2.12293,0.74927
NREM,0.01243,0.87415,4.49561,1.87317,0.87415
