Sleep_Stage,MeanP_Delta_O2,MedianF_Delta_O2,MeanF_Delta_O2,Spectral Edge_Delta_O2,PeakF_Delta_O2
NREM,0.0007,1.24878,6.61854,3.49659,0.62439
NREM,0.00072,0.87415,7.11805,3.37171,0.62439
NREM,0.00036,1.37366,8.24195,4.74537,0.74927
NREM,0.00055,1.1239,7.3678,3.87122,0.87415
NREM,0.00041,1.37366,6.74341,4.24585,0.87415
NREM,0.00067,1.37366,6.74341,3.9961,0.74927
NREM,0.00062,1.1239,6.86829,3.9961,0.87415
NREM,0.00053,1.74829,6.74341,4.24585,0.62439
NREM,0.00056,1.24878,7.74244,3.9961,0.62439
NREM,0.00052,1.24878,7.11805,3.9961,1.24878
NREM,0.00052,1.24878,7.3678,4.37073,0.87415
NREM,0.00051,1.24878,6.86829,4.24585,0.62439
NREM,0.00063,1.37366,6.74341,4.24585,0.62439
NREM,0.00072,1.24878,7.3678,3.9961,0.62439
NREM,0.00094,0.99902,6.49366,3.87122,0.49951
NREM,0.03434,0.49951,2.49756,1.1239,0.49951
NREM,0.00059,1.24878,7.3678,4.12098,0.87415
NREM,0.00057,1.37366,6.74341,4.12098,0.62439
NREM,0.00077,1.62341,6.86829,3.9961,0.99902
NREM,0.0005,1.74829,7.11805,4.62049,0.87415
NREM,0.00175,0.87415,6.11902,2.99707,0.87415
NREM,0.00051,1.49854,6.86829,4.24585,0.62439
NREM,0.00068,1.37366,7.11805,3.9961,0.99902
NREM,0.00085,0.99902,7.11805,3.62146,0.87415
NREM,0.00076,1.24878,7.11805,3.9961,0.87415
NREM,0.00081,1.1239,7.49268,4.24585,0.62439
NREM,0.00097,1.1239,6.99317,3.87122,0.87415
NREM,0.00104,1.1239,6.49366,3.37171,0.87415
NREM,0.0007,1.1239,7.61756,3.9961,0.49951
NREM,0.00056,1.49854,7.11805,4.49561,0.99902
NREM,0.0009,1.24878,6.61854,3.62146,0.87415
NREM,0.00074,1.37366,7.11805,4.12098,0.87415
NREM,0.00115,0.99902,6.61854,3.49659,0.74927
NREM,0.0009,1.24878,6.99317,3.62146,0.87415
NREM,0.00058,1.62341,7.24293,3.9961,1.37366
NREM,0.00091,0.99902,6.86829,4.12098,0.62439
NREM,0.00101,1.1239,6.99317,3.62146,0.62439
NREM,0.00067,1.49854,6.86829,4.24585,0.99902
NREM,0.00136,1.1239,6.36878,3.74634,0.87415
NREM,0.00139,0.87415,6.74341,3.62146,0.49951
NREM,0.00084,1.24878,7.11805,3.87122,0.99902
NREM,0.00087,0.99902,6.99317,3.74634,0.49951
NREM,0.00101,1.1239,6.61854,3.87122,0.74927
NREM,0.00091,1.24878,6.74341,3.74634,0.49951
NREM,0.00076,1.1239,7.3678,4.12098,0.99902
NREM,0.00124,0.99902,6.74341,3.24683,0.74927
NREM,0.00074,1.49854,6.74341,4.12098,0.62439
NREM,0.0009,1.24878,7.24293,4.37073,0.62439
NREM,0.00115,1.24878,6.61854,3.74634,1.37366
NREM,0.00105,0.99902,6.99317,3.62146,0.74927
NREM,0.00103,1.1239,6.74341,3.62146,0.74927
NREM,0.00117,1.1239,6.74341,3.62146,0.87415
NREM,0.001,0.99902,6.74341,4.12098,0.87415
NREM,0.00113,0.87415,7.24293,3.74634,0.49951
NREM,0.00122,1.1239,6.2439,3.49659,0.74927
NREM,0.00113,1.1239,6.36878,3.74634,0.62439
NREM,0.00091,1.37366,6.99317,3.9961,0.62439
NREM,0.00145,0.99902,6.36878,3.12195,0.62439
NREM,0.00128,0.99902,6.61854,3.37171,0.49951
NREM,0.00146,0.99902,6.61854,3.24683,0.49951
NREM,0.00094,1.1239,6.74341,3.87122,0.87415
NREM,0.00162,0.87415,6.36878,2.99707,0.62439
NREM,0.00106,1.1239,6.86829,3.62146,0.99902
NREM,0.00112,0.99902,6.61854,3.87122,0.87415
NREM,0.00212,0.74927,5.99415,2.62244,0.62439
NREM,0.00174,0.74927,6.36878,3.12195,0.62439
NREM,0.00133,0.99902,6.49366,3.12195,0.74927
NREM,0.00166,0.99902,5.99415,2.8722,0.49951
NREM,0.27132,0.37463,2.12293,0.87415,0.37463
NREM,0.00124,1.24878,7.74244,3.74634,0.62439
NREM,0.00063,1.49854,7.49268,4.37073,0.87415
NREM,0.00059,1.49854,7.24293,4.37073,1.1239
NREM,0.00111,0.99902,8.11707,3.87122,0.62439
NREM,0.00058,1.37366,7.49268,4.24585,0.99902
NREM,0.00131,0.99902,6.74341,3.62146,0.62439
NREM,0.00102,1.1239,6.49366,3.87122,0.62439
NREM,0.00097,0.74927,7.3678,3.49659,0.62439
NREM,0.00068,1.37366,7.3678,4.24585,0.62439
NREM,0.00121,1.1239,6.86829,3.49659,0.87415
NREM,0.00064,1.62341,7.3678,4.24585,0.62439
NREM,0.0006,1.37366,8.11707,4.87024,0.87415
NREM,0.00113,1.1239,6.61854,3.87122,0.62439
NREM,0.00062,1.24878,7.3678,3.9961,0.74927
NREM,0.00055,1.62341,6.74341,4.24585,0.99902
NREM,0.0012,0.87415,7.3678,3.24683,0.74927
NREM,0.00101,1.1239,6.49366,3.74634,0.62439
NREM,0.00103,0.99902,7.11805,3.62146,0.74927
NREM,0.00093,1.37366,6.74341,3.87122,0.62439
NREM,0.00158,0.87415,7.11805,3.24683,0.74927
NREM,0.00087,1.24878,6.86829,3.62146,0.74927
NREM,0.00082,1.24878,6.74341,4.62049,0.62439
NREM,0.00216,0.99902,6.86829,3.12195,0.62439
NREM,0.00056,1.62341,6.99317,4.37073,0.87415
NREM,0.00057,1.24878,8.49171,5.36976,0.74927
NREM,0.00063,1.37366,8.36683,5.74439,0.62439
NREM,0.00083,1.37366,7.49268,3.9961,0.74927
NREM,0.00055,1.49854,7.74244,4.62049,0.99902
NREM,0.00057,0.99902,8.11707,4.99512,0.62439
NREM,0.00068,1.37366,7.11805,3.9961,0.87415
NREM,0.00058,1.37366,7.9922,4.49561,0.49951
NREM,0.00097,1.1239,7.11805,3.74634,0.74927
NREM,0.00056,1.1239,7.3678,4.49561,0.49951
NREM,0.0014,0.87415,7.61756,3.12195,0.74927
NREM,0.00057,1.62341,7.49268,4.62049,1.1239
NREM,0.00063,1.1239,7.61756,4.12098,0.99902
NREM,0.00063,1.37366,7.3678,4.62049,0.87415
NREM,0.00081,0.74927,8.24195,3.62146,0.62439
NREM,0.00051,1.62341,6.61854,4.49561,0.99902
NREM,0.0006,1.49854,7.24293,4.49561,0.62439
NREM,0.28961,0.62439,3.49659,1.62341,0.49951
NREM,0.00058,1.62341,7.3678,4.12098,0.49951
NREM,0.00133,0.87415,6.99317,3.74634,0.74927
NREM,0.00064,1.49854,7.9922,4.37073,0.74927
NREM,0.00057,1.74829,6.61854,4.12098,1.1239
NREM,0.16834,0.49951,2.2478,0.74927,0.49951
NREM,0.08696,0.74927,3.49659,1.37366,0.49951
NREM,0.00057,1.62341,7.49268,4.37073,0.87415
NREM,0.09224,0.37463,2.74732,0.87415,0.49951
NREM,0.00126,0.87415,7.49268,2.99707,0.87415
NREM,0.00065,1.37366,7.24293,3.9961,0.62439
NREM,0.00082,1.37366,7.86732,4.62049,0.49951
NREM,0.00092,0.99902,7.9922,3.62146,0.62439
NREM,0.0024,0.74927,6.86829,2.37268,0.74927
NREM,0.00079,1.49854,7.61756,3.87122,1.74829
NREM,0.00113,0.74927,6.86829,3.12195,0.62439
NREM,0.00098,1.24878,7.61756,4.37073,1.1239
NREM,0.00068,1.49854,7.11805,4.12098,0.62439
NREM,0.00115,0.87415,6.86829,3.62146,0.87415
NREM,0.00096,1.37366,7.24293,4.37073,0.74927
NREM,0.00061,1.24878,6.86829,4.37073,1.1239
NREM,0.00144,0.87415,6.61854,2.62244,0.74927
NREM,0.00103,0.99902,7.24293,3.74634,0.49951
NREM,0.00086,1.1239,7.11805,3.9961,0.62439
NREM,0.00091,1.24878,6.36878,4.12098,1.1239
NREM,0.22493,0.49951,2.74732,0.99902,0.37463
NREM,0.0007,1.37366,7.11805,4.12098,0.37463
NREM,0.12187,0.62439,3.24683,1.24878,0.24976
NREM,0.00057,1.24878,6.99317,4.24585,1.24878
NREM,0.06513,0.49951,3.74634,1.24878,0.49951
NREM,0.00053,1.62341,7.3678,4.37073,0.99902
NREM,0.09128,0.49951,3.37171,1.49854,0.49951
NREM,0.00693,0.37463,8.24195,0.87415,0.37463
NREM,0.00085,0.99902,7.61756,4.12098,0.62439
NREM,0.00071,1.87317,7.9922,4.87024,1.37366
NREM,0.00048,1.49854,8.86634,6.99317,0.87415
NREM,0.00076,1.1239,8.99122,6.11902,0.74927
NREM,0.0006,1.37366,7.49268,4.37073,0.87415
NREM,0.00113,1.1239,7.74244,3.62146,0.49951
NREM,0.00063,1.1239,8.61659,5.24488,0.62439
NREM,0.00065,1.1239,7.9922,4.12098,0.62439
NREM,0.00033,1.49854,7.9922,4.99512,0.74927
NREM,0.00032,1.87317,9.61561,7.86732,0.99902
NREM,0.0004,1.87317,7.74244,4.74537,1.99805
NREM,0.00036,1.62341,8.24195,5.36976,1.24878
NREM,0.00042,1.62341,7.49268,4.74537,1.37366
NREM,0.00055,1.24878,7.3678,4.12098,1.24878
NREM,0.00045,1.87317,6.74341,4.62049,0.62439
NREM,0.00066,1.49854,8.24195,4.74537,0.49951
NREM,0.00061,1.49854,6.86829,4.37073,0.49951
NREM,0.00064,1.49854,6.61854,4.12098,0.74927
NREM,0.00069,0.87415,7.3678,3.62146,0.37463
NREM,0.0007,1.37366,6.61854,4.37073,0.49951
NREM,0.00055,1.37366,6.74341,4.37073,0.37463
NREM,0.00083,1.1239,6.36878,3.87122,0.49951
NREM,0.00071,1.1239,6.74341,3.74634,0.87415
NREM,0.00065,1.24878,6.2439,3.87122,0.87415
NREM,0.00072,1.24878,6.36878,3.87122,0.49951
NREM,0.00106,0.99902,6.11902,3.49659,0.49951
NREM,0.00908,0.74927,5.74439,1.49854,0.62439
NREM,0.00044,1.87317,8.11707,5.24488,0.62439
NREM,0.0006,1.49854,6.86829,3.9961,0.74927
NREM,0.00054,1.24878,6.61854,4.37073,0.62439
NREM,0.00056,1.62341,6.86829,4.37073,0.62439
NREM,0.00069,1.49854,6.74341,4.12098,0.99902
NREM,0.00071,1.1239,6.49366,4.24585,0.99902
NREM,0.00069,1.49854,6.74341,3.9961,1.1239
NREM,0.00085,0.99902,6.86829,3.62146,0.87415
NREM,0.08451,0.49951,3.24683,1.62341,0.49951
NREM,0.00053,1.49854,6.61854,4.37073,0.87415
NREM,0.0007,1.1239,6.36878,3.74634,0.62439
NREM,0.00092,1.1239,6.86829,3.87122,0.62439
NREM,0.00074,1.1239,6.74341,4.24585,0.49951
NREM,0.00091,1.1239,6.36878,3.87122,0.62439
NREM,0.00083,1.1239,6.99317,4.37073,0.74927
NREM,0.00096,0.74927,6.74341,3.49659,0.62439
NREM,0.00062,1.24878,6.86829,4.24585,0.49951
NREM,0.00099,0.74927,6.61854,3.37171,0.37463
NREM,0.00116,0.74927,6.74341,3.62146,0.37463
NREM,0.00124,0.74927,6.36878,2.99707,0.49951
NREM,0.00096,0.87415,6.61854,3.74634,0.37463
NREM,0.00101,1.24878,6.61854,3.9961,0.37463
NREM,0.00096,0.99902,6.36878,3.74634,0.99902
NREM,0.00097,1.1239,6.74341,3.87122,0.62439
NREM,0.00099,1.1239,6.49366,3.87122,0.49951
NREM,0.00088,1.1239,6.86829,3.87122,0.62439
NREM,0.00092,1.24878,6.49366,3.87122,0.62439
NREM,0.00081,1.24878,6.49366,3.9961,0.62439
NREM,0.00087,1.1239,6.74341,3.87122,0.62439
NREM,0.00095,1.1239,6.49366,3.87122,0.62439
NREM,0.0012,1.1239,6.11902,3.62146,0.49951
NREM,0.00114,0.87415,6.36878,3.74634,0.74927
NREM,0.00086,1.37366,6.49366,3.74634,0.49951
NREM,0.00123,0.99902,6.61854,3.37171,0.87415
NREM,0.00101,1.24878,6.61854,3.87122,0.62439
NREM,0.00083,1.1239,6.61854,3.87122,0.62439
NREM,0.00101,1.24878,6.36878,3.9961,0.62439
NREM,0.00085,1.37366,6.86829,3.87122,0.74927
NREM,0.00092,1.1239,6.74341,3.62146,0.74927
NREM,0.00081,1.1239,7.11805,4.12098,0.62439
NREM,0.0007,1.24878,6.86829,4.24585,0.62439
NREM,0.00075,1.49854,6.74341,3.9961,0.62439
NREM,0.00113,0.99902,6.49366,3.62146,0.62439
NREM,0.00065,1.49854,6.61854,3.9961,0.62439
NREM,0.00084,1.37366,6.61854,4.12098,0.37463
NREM,0.00099,1.24878,6.74341,3.9961,0.62439
NREM,0.00126,1.1239,5.99415,3.37171,0.62439
NREM,0.00098,1.49854,6.36878,3.74634,1.62341
NREM,0.00157,0.99902,6.36878,3.24683,0.49951
NREM,0.00131,1.1239,6.36878,3.62146,0.62439
NREM,0.00119,0.99902,6.2439,3.62146,0.37463
NREM,0.00078,1.24878,6.86829,4.24585,0.37463
NREM,0.00092,1.24878,6.49366,3.9961,0.62439
NREM,0.00112,1.1239,6.61854,3.9961,0.62439
NREM,0.00131,0.87415,6.11902,3.49659,0.87415
NREM,0.00123,0.87415,6.36878,3.24683,0.62439
NREM,0.00142,1.1239,5.86927,3.37171,0.74927
NREM,0.00099,1.24878,6.49366,3.74634,0.49951
NREM,0.00125,1.1239,6.2439,3.12195,0.49951
NREM,0.00119,1.1239,6.11902,3.12195,1.1239
NREM,0.00115,1.24878,5.99415,3.49659,0.49951
NREM,0.00117,0.87415,6.36878,3.24683,0.62439
NREM,0.00142,0.99902,5.99415,3.62146,0.49951
NREM,0.00191,0.87415,6.36878,3.24683,0.62439
NREM,0.00113,1.1239,6.11902,3.87122,0.99902
NREM,0.00196,0.99902,5.99415,2.99707,0.62439
NREM,0.00132,0.99902,6.2439,3.37171,0.49951
NREM,0.00113,1.1239,6.11902,3.37171,0.62439
NREM,0.00132,1.24878,5.99415,3.49659,0.74927
NREM,0.00145,0.74927,5.74439,3.37171,0.62439
NREM,0.00122,1.24878,6.36878,3.62146,0.62439
NREM,0.00158,1.1239,5.86927,2.8722,1.1239
NREM,0.00176,0.74927,5.61951,2.8722,0.62439
NREM,0.00189,0.74927,5.86927,2.99707,0.49951
NREM,0.00158,0.99902,6.11902,3.24683,0.49951
NREM,0.00132,1.24878,6.11902,3.62146,0.62439
NREM,0.00191,0.87415,5.99415,2.62244,0.49951
NREM,0.00137,1.1239,6.36878,3.62146,0.49951
NREM,0.0017,0.87415,5.86927,2.74732,0.87415
NREM,0.00157,0.87415,6.49366,3.37171,0.62439
NREM,0.00136,0.99902,5.99415,3.24683,0.74927
NREM,0.00171,0.87415,6.11902,3.12195,0.87415
NREM,0.00139,0.99902,6.2439,3.74634,0.87415
NREM,0.00196,0.87415,6.11902,2.37268,0.49951
NREM,0.00161,0.99902,6.2439,3.12195,0.62439
NREM,0.00141,0.99902,5.99415,3.62146,0.49951
NREM,0.00167,0.87415,6.11902,3.24683,0.62439
NREM,0.00165,0.99902,5.99415,2.8722,0.62439
NREM,0.00161,0.99902,6.11902,3.49659,0.62439
NREM,0.00198,0.74927,5.86927,2.74732,0.74927
NREM,0.00127,0.87415,6.2439,2.99707,0.49951
NREM,0.00152,0.74927,6.11902,3.12195,0.49951
NREM,0.00105,1.24878,6.2439,3.49659,0.99902
NREM,0.00219,0.49951,5.99415,2.2478,0.49951
REM,0.0014,1.24878,6.86829,3.24683,0.62439
REM,0.00104,0.99902,6.74341,3.12195,0.87415
REM,0.00058,1.24878,6.99317,3.49659,0.62439
REM,0.00061,0.99902,6.99317,3.12195,0.49951
REM,0.00053,1.24878,7.24293,3.74634,0.74927
NREM,0.27059,0.49951,2.74732,0.99902,0.74927
NREM,0.00058,1.24878,6.86829,4.12098,0.99902
REM,0.00049,1.24878,7.3678,3.49659,0.87415
REM,0.00052,1.1239,7.11805,3.24683,1.1239
REM,0.00047,1.1239,7.3678,3.74634,1.24878
REM,0.00059,0.99902,6.49366,3.12195,0.99902
REM,0.00041,1.1239,7.61756,3.37171,1.1239
REM,0.13594,0.37463,2.99707,0.99902,0.37463
REM,0.00045,0.99902,7.49268,3.62146,0.74927
REM,0.00051,1.24878,7.3678,3.87122,0.49951
NREM,0.13915,0.49951,2.12293,0.99902,0.62439
REM,0.00044,1.24878,6.99317,3.87122,0.74927
REM,0.00058,1.1239,7.24293,3.62146,0.87415
REM,0.00035,1.24878,6.99317,3.87122,1.1239
REM,0.00064,0.99902,6.61854,3.12195,0.74927
REM,0.00082,0.99902,6.2439,2.62244,0.87415
NREM,0.56314,0.49951,3.12195,1.37366,0.37463
NREM,0.00035,1.37366,7.9922,4.12098,0.49951
REM,0.00035,1.49854,6.86829,3.49659,1.1239
REM,0.00038,1.49854,7.49268,4.37073,1.37366
REM,0.00041,1.24878,7.3678,3.62146,0.99902
REM,0.00042,1.62341,7.24293,3.87122,1.49854
REM,0.2923,0.37463,3.12195,0.99902,0.37463
NREM,0.01118,0.49951,4.49561,0.87415,0.49951
REM,0.00035,1.24878,7.49268,3.9961,0.62439
REM,0.00042,0.99902,7.61756,3.37171,0.62439
REM,0.00092,0.87415,5.74439,2.2478,0.62439
NREM,0.07424,0.49951,3.37171,1.1239,0.49951
NREM,0.4781,0.49951,2.2478,0.87415,0.62439
NREM,0.17229,0.74927,3.74634,1.74829,0.62439
NREM,0.00094,0.87415,7.61756,3.12195,0.62439
NREM,0.00043,1.74829,8.49171,5.74439,1.37366
NREM,0.00043,1.24878,7.11805,4.49561,0.99902
NREM,0.08556,0.74927,3.62146,1.74829,0.62439
NREM,0.00042,1.37366,7.11805,4.24585,0.62439
NREM,0.01728,0.49951,4.12098,1.24878,0.49951
NREM,0.0024,0.12488,8.24195,1.37366,0.12488
NREM,0.00038,1.49854,7.11805,4.49561,0.62439
NREM,0.00037,1.49854,7.74244,4.49561,1.24878
NREM,0.00048,0.99902,7.86732,4.49561,0.62439
NREM,0.00041,1.37366,6.99317,3.9961,0.74927
NREM,0.00043,1.49854,8.11707,4.62049,0.87415
NREM,0.00046,1.37366,6.61854,4.37073,1.24878
NREM,0.31981,0.37463,2.37268,0.99902,0.37463
NREM,0.00034,1.99805,8.99122,6.86829,0.99902
NREM,0.00059,0.99902,7.61756,3.9961,0.74927
NREM,0.00053,1.1239,7.61756,4.12098,0.62439
NREM,0.00058,1.1239,6.99317,3.74634,0.49951
NREM,0.00061,0.87415,8.74146,4.62049,0.37463
NREM,0.0005,1.49854,6.74341,4.37073,1.1239
NREM,0.0009,1.24878,7.49268,3.49659,0.62439
NREM,0.00042,1.37366,7.49268,4.49561,0.49951
NREM,0.00078,0.99902,6.74341,3.62146,0.62439
NREM,0.04253,0.74927,4.62049,2.2478,0.62439
NREM,0.00144,0.12488,7.86732,2.62244,0.12488
NREM,0.00112,0.74927,6.99317,2.99707,0.12488
NREM,0.00122,0.37463,8.24195,2.37268,0.12488
NREM,0.00056,1.49854,6.49366,4.49561,0.62439
NREM,0.00084,0.87415,8.11707,3.37171,0.74927
NREM,0.00062,1.1239,7.24293,3.74634,0.62439
NREM,0.00045,1.37366,6.86829,4.37073,0.74927
NREM,0.61647,0.74927,2.74732,1.24878,0.87415
NREM,0.00068,1.37366,6.74341,4.24585,0.62439
NREM,0.00064,1.1239,7.49268,3.62146,0.62439
NREM,0.00039,1.87317,6.99317,4.62049,2.74732
NREM,0.00045,1.37366,6.99317,4.24585,0.74927
NREM,0.12679,0.37463,2.62244,1.1239,0.37463
NREM,0.00036,1.49854,7.24293,4.37073,0.74927
NREM,0.0005,1.49854,6.49366,3.9961,0.62439
NREM,0.00049,1.24878,7.74244,3.9961,0.87415
NREM,0.00057,1.62341,6.49366,4.49561,0.74927
NREM,0.00068,0.87415,7.61756,3.74634,0.87415
NREM,0.00045,1.49854,7.11805,4.37073,0.99902
NREM,0.02151,0.62439,3.24683,1.1239,0.49951
NREM,0.0004,1.62341,8.24195,5.24488,0.62439
NREM,0.00068,0.99902,6.11902,3.87122,0.62439
NREM,0.00075,0.62439,7.74244,3.12195,0.49951
NREM,0.00046,1.49854,7.11805,4.24585,0.49951
NREM,0.00068,1.1239,8.11707,3.9961,0.99902
NREM,0.00035,1.74829,6.86829,4.87024,0.62439
NREM,0.0006,1.24878,7.3678,4.12098,0.99902
NREM,0.00037,1.62341,7.49268,3.9961,0.74927
NREM,0.00042,1.37366,7.3678,4.24585,0.49951
NREM,0.00066,0.99902,7.74244,3.62146,0.49951
NREM,0.00049,1.99805,6.86829,4.49561,0.74927
NREM,0.61984,0.74927,3.12195,1.24878,0.87415
NREM,0.00038,1.49854,8.86634,7.3678,0.99902
NREM,0.0005,1.74829,6.99317,4.49561,0.49951
NREM,0.28575,0.62439,3.12195,1.37366,0.37463
NREM,0.00034,2.2478,8.99122,7.74244,0.74927
NREM,0.0005,1.24878,7.49268,4.37073,0.87415
NREM,0.02332,0.49951,2.74732,0.87415,0.49951
NREM,0.00056,1.37366,6.86829,4.12098,0.87415
NREM,0.00063,0.99902,8.24195,4.74537,0.74927
NREM,0.00045,1.62341,7.49268,4.49561,0.49951
NREM,0.03844,0.74927,3.12195,1.37366,0.62439
NREM,0.00054,1.1239,8.24195,3.87122,1.1239
NREM,0.00052,1.37366,6.86829,4.12098,0.49951
NREM,0.00054,1.62341,9.24098,7.74244,0.74927
NREM,0.00057,0.99902,7.49268,4.24585,0.49951
NREM,0.00046,1.37366,7.9922,4.37073,0.62439
NREM,0.0006,1.1239,7.3678,3.74634,0.49951
NREM,0.00043,1.37366,8.11707,4.62049,0.49951
NREM,0.0005,1.24878,6.74341,3.9961,0.87415
NREM,0.57863,0.49951,2.8722,0.99902,0.49951
NREM,0.00042,1.62341,8.61659,5.12,0.62439
NREM,0.00042,1.24878,8.49171,6.11902,0.74927
NREM,0.00041,1.99805,7.49268,4.87024,0.74927
NREM,0.00045,1.62341,6.86829,4.74537,0.87415
NREM,0.00044,1.62341,6.86829,4.62049,0.87415
NREM,0.00048,1.37366,6.61854,4.24585,0.87415
NREM,0.0004,1.99805,6.99317,4.74537,0.87415
NREM,0.00045,1.87317,6.61854,4.74537,0.99902
NREM,0.00056,1.49854,6.74341,4.49561,0.62439
NREM,0.13032,0.62439,2.99707,1.24878,0.62439
NREM,0.00042,1.99805,6.49366,4.74537,0.87415
NREM,0.00044,1.62341,6.61854,4.74537,0.62439
NREM,0.00046,1.49854,7.74244,4.62049,1.1239
NREM,0.00051,1.74829,6.49366,4.62049,0.74927
NREM,0.00046,1.74829,7.24293,4.49561,0.49951
NREM,0.0004,1.74829,6.61854,4.62049,0.74927
NREM,0.00048,1.99805,6.74341,4.12098,0.74927
NREM,0.00044,1.24878,7.74244,4.87024,0.62439
NREM,0.00046,1.49854,6.86829,4.37073,0.74927
NREM,0.00039,1.99805,7.24293,5.24488,0.87415
NREM,0.00056,1.37366,6.74341,4.24585,0.74927
NREM,0.00043,1.49854,7.24293,4.87024,0.87415
NREM,0.00049,1.62341,6.74341,4.12098,1.24878
NREM,0.00041,1.49854,6.61854,4.37073,0.62439
NREM,0.00054,1.62341,6.49366,4.12098,0.62439
NREM,0.00053,1.49854,6.86829,4.37073,0.62439
NREM,0.00051,1.62341,6.74341,4.99512,1.24878
NREM,0.00055,1.62341,6.74341,4.62049,0.87415
NREM,0.00057,1.37366,6.74341,4.37073,0.87415
NREM,0.00055,1.37366,6.74341,4.37073,0.74927
NREM,0.0008,1.1239,6.61854,3.49659,0.99902
NREM,0.00063,1.49854,6.74341,4.24585,0.62439
NREM,0.00054,1.49854,7.11805,4.87024,0.87415
NREM,0.00068,1.24878,6.86829,3.87122,0.62439
NREM,0.00067,1.49854,6.74341,4.37073,0.62439
NREM,0.00062,1.49854,7.3678,4.49561,0.87415
NREM,0.00064,1.74829,6.61854,4.49561,1.24878
NREM,0.00081,1.49854,6.49366,3.87122,0.87415
NREM,0.0006,1.74829,6.61854,4.24585,0.62439
NREM,0.00061,1.74829,6.2439,4.24585,1.1239
NREM,0.00056,1.87317,6.99317,4.49561,0.49951
NREM,0.00056,1.62341,6.74341,4.37073,1.24878
NREM,0.00053,1.37366,6.99317,4.49561,0.62439
NREM,0.00064,1.74829,6.74341,4.12098,1.1239
NREM,0.00071,1.62341,6.86829,4.24585,0.74927
NREM,0.0005,1.87317,6.99317,4.49561,0.87415
NREM,0.00072,1.49854,7.3678,4.37073,0.62439
NREM,0.00062,1.74829,6.99317,4.24585,0.62439
NREM,0.00075,1.49854,6.49366,4.12098,0.62439
NREM,0.00078,1.49854,6.74341,3.87122,1.1239
NREM,0.00075,1.62341,6.74341,4.37073,1.1239
NREM,0.001,0.99902,6.74341,3.62146,0.87415
NREM,0.00069,1.49854,6.86829,3.9961,0.87415
NREM,0.00079,1.49854,6.61854,3.9961,0.87415
NREM,0.00068,1.62341,6.99317,4.49561,0.99902
NREM,0.00061,1.74829,6.86829,4.24585,1.24878
NREM,0.00077,1.49854,6.61854,4.12098,0.62439
NREM,0.00103,1.24878,6.49366,3.74634,0.62439
NREM,0.00103,1.1239,6.2439,3.49659,0.74927
NREM,0.00075,1.37366,6.36878,3.87122,0.74927
REM,0.00074,1.74829,6.49366,4.12098,1.1239
NREM,0.11417,0.49951,2.62244,0.87415,0.49951
REM,0.00098,1.24878,7.3678,3.37171,0.49951
REM,0.00053,1.37366,6.49366,3.74634,0.74927
REM,0.00056,1.49854,6.99317,3.37171,1.24878
REM,0.00035,1.37366,6.99317,3.87122,0.74927
REM,0.00055,1.24878,6.86829,3.24683,1.37366
REM,0.00043,0.99902,7.24293,3.37171,0.87415
REM,0.00629,1.1239,4.37073,1.74829,1.37366
REM,0.00081,0.74927,6.49366,2.8722,0.62439
REM,0.0005,0.74927,7.74244,3.12195,0.37463
REM,0.00048,0.87415,7.24293,2.8722,0.62439
REM,0.0005,1.24878,6.49366,3.12195,0.87415
REM,0.00072,0.74927,6.74341,2.62244,0.49951
REM,0.00058,0.99902,7.3678,2.99707,0.74927
REM,0.00052,1.1239,7.24293,3.12195,0.87415
REM,0.00063,0.99902,7.49268,2.8722,0.62439
REM,0.00074,0.74927,6.36878,2.8722,0.49951
REM,0.00047,0.87415,6.49366,3.12195,0.49951
NREM,0.01309,0.37463,5.61951,1.49854,0.37463
REM,0.00032,1.37366,7.74244,4.37073,0.49951
REM,0.0008,0.74927,6.61854,2.2478,0.74927
REM,0.00035,1.1239,6.74341,3.37171,0.49951
REM,0.00061,0.87415,7.11805,2.99707,0.49951
REM,0.00054,0.99902,7.24293,3.12195,0.49951
REM,0.00072,0.62439,6.74341,2.49756,0.37463
REM,0.06454,0.87415,2.49756,1.24878,0.87415
NREM,0.0009,0.62439,8.24195,2.99707,0.24976
REM,0.00042,0.87415,7.24293,3.49659,0.24976
REM,0.15823,0.62439,3.12195,1.49854,0.37463
NREM,0.01004,0.49951,5.36976,0.74927,0.49951
NREM,0.00045,1.1239,8.49171,4.99512,1.1239
REM,0.00044,1.24878,7.49268,3.9961,0.99902
REM,0.00037,1.24878,7.9922,3.62146,0.37463
REM,0.00032,1.37366,8.11707,4.12098,0.74927
REM,0.00051,1.37366,8.49171,4.62049,1.24878
REM,0.00037,1.62341,7.74244,4.62049,1.1239
REM,0.00057,0.62439,5.86927,2.62244,0.49951
REM,0.0004,1.37366,7.11805,3.87122,1.1239
REM,0.00091,0.62439,5.74439,2.2478,0.24976
REM,0.00053,0.87415,6.11902,2.62244,0.87415
NREM,0.00049,0.74927,8.36683,4.87024,0.12488
REM,0.00042,1.49854,7.49268,3.87122,0.62439
REM,0.00039,1.37366,6.86829,3.74634,1.24878
REM,0.00055,0.99902,6.99317,3.37171,0.37463
NREM,0.25935,0.37463,3.12195,1.24878,0.37463
REM,0.00038,1.24878,8.11707,4.62049,0.74927
REM,0.00045,0.87415,8.11707,3.74634,0.87415
REM,0.00033,1.62341,7.3678,4.62049,0.62439
