Sleep_Stage,MeanP_Alpha_O2,MedianF_Alpha_O2,MeanF_Alpha_O2,Spectral Edge_Alpha_O2,PeakF_Alpha_O2
NREM,0.00017,9.24098,16.23415,15.23512,7.9922
NREM,0.00014,9.36585,16.85854,15.73463,6.86829
NREM,0.00019,9.24098,15.98439,14.98537,10.48976
NREM,0.00019,9.49073,16.10927,15.23512,9.1161
NREM,0.0002,8.49171,15.73463,14.48585,7.9922
NREM,0.00023,8.99122,14.86049,13.86146,8.24195
NREM,0.00025,8.36683,15.11024,14.2361,8.36683
NREM,0.00031,8.99122,15.11024,14.73561,6.2439
NREM,0.00015,9.86537,16.60878,15.98439,10.24
NREM,0.00025,9.1161,15.36,14.36098,7.49268
NREM,0.00024,8.86634,14.98537,14.36098,10.36488
NREM,0.00031,9.36585,15.11024,14.61073,9.36585
NREM,0.0002,9.74049,17.10829,16.4839,8.99122
NREM,0.00028,8.49171,15.48488,14.48585,7.49268
NREM,0.00039,9.24098,14.86049,14.61073,6.36878
NREM,0.00024,9.61561,16.73366,15.60976,9.99024
NREM,0.00028,9.61561,16.35902,15.23512,10.36488
NREM,0.0002,8.74146,14.98537,13.86146,8.36683
NREM,0.0002,9.61561,15.73463,14.98537,9.74049
NREM,0.00017,9.61561,15.60976,14.86049,9.1161
NREM,0.00016,9.1161,15.85951,15.11024,9.1161
NREM,0.00026,9.1161,15.23512,14.2361,9.1161
NREM,0.00026,9.36585,15.36,14.61073,7.11805
NREM,0.00016,9.24098,16.35902,15.60976,8.99122
NREM,0.00032,8.11707,14.86049,13.98634,6.36878
NREM,0.00035,8.74146,14.36098,13.73659,8.36683
NREM,0.00021,9.24098,15.23512,14.48585,6.61854
NREM,0.00021,9.61561,15.73463,14.48585,10.24
NREM,0.00028,9.36585,14.98537,14.61073,8.99122
NREM,0.00021,8.86634,15.11024,13.98634,6.99317
NREM,0.00033,9.24098,14.98537,14.61073,9.99024
NREM,0.0003,8.74146,14.61073,13.86146,6.99317
NREM,0.00037,9.49073,14.73561,14.36098,7.61756
NREM,0.00025,8.99122,14.98537,14.48585,9.1161
NREM,0.00034,8.99122,14.61073,13.98634,7.24293
NREM,0.0002,9.61561,15.85951,15.11024,11.23902
NREM,0.00027,9.36585,14.73561,13.86146,9.49073
NREM,0.00028,9.36585,14.86049,14.61073,9.99024
NREM,0.00031,9.1161,14.61073,13.98634,9.1161
NREM,0.00024,8.61659,15.11024,14.61073,7.11805
NREM,0.00032,8.99122,14.73561,14.11122,9.24098
NREM,0.00027,9.61561,14.61073,13.73659,9.74049
NREM,0.00027,8.61659,14.86049,14.11122,7.9922
NREM,0.0004,8.99122,14.2361,13.86146,8.11707
NREM,0.00024,8.61659,14.86049,13.86146,7.3678
NREM,0.0003,9.49073,14.48585,14.2361,8.86634
NREM,0.00028,8.61659,14.2361,13.86146,7.86732
NREM,0.00031,9.74049,14.2361,13.61171,11.11415
NREM,0.00029,8.74146,14.61073,13.73659,6.99317
NREM,0.00024,9.74049,15.36,14.61073,8.74146
NREM,0.00018,9.36585,16.23415,15.23512,8.61659
NREM,0.00021,9.61561,15.85951,14.73561,9.74049
NREM,0.00025,9.49073,15.11024,14.36098,9.49073
NREM,0.00023,9.24098,15.11024,13.98634,9.61561
NREM,0.00029,9.61561,15.23512,14.2361,9.1161
NREM,0.00025,9.61561,15.60976,14.86049,10.24
NREM,0.00026,8.99122,15.23512,14.11122,7.74244
NREM,0.00022,8.61659,15.48488,14.48585,7.11805
NREM,0.0003,9.49073,14.86049,14.36098,5.12
NREM,0.0003,9.24098,14.73561,14.48585,7.9922
NREM,0.00033,8.86634,14.48585,13.86146,6.86829
NREM,0.00035,9.86537,17.6078,16.98341,9.99024
NREM,0.00026,9.24098,14.98537,13.86146,10.24
NREM,0.00034,9.1161,14.36098,14.2361,8.74146
NREM,0.0003,8.74146,14.61073,14.11122,5.99415
NREM,0.00032,9.1161,14.2361,13.61171,9.1161
NREM,0.00036,8.86634,13.98634,13.48683,10.24
NREM,0.00029,8.24195,14.73561,13.98634,7.24293
NREM,0.00027,8.86634,14.61073,14.2361,7.74244
NREM,0.00031,8.99122,14.36098,13.98634,10.24
NREM,0.00038,8.86634,14.11122,13.61171,7.11805
NREM,0.0003,8.61659,14.36098,13.86146,6.11902
NREM,0.00043,9.61561,15.36,14.36098,10.24
NREM,0.00024,8.99122,14.73561,13.73659,6.36878
NREM,0.00029,9.36585,14.86049,14.48585,7.11805
NREM,0.00027,9.36585,14.73561,14.36098,10.36488
NREM,0.00031,8.49171,14.11122,13.61171,9.61561
NREM,0.00029,8.61659,14.11122,13.86146,6.99317
NREM,0.0003,8.24195,14.2361,13.36195,6.86829
NREM,0.00039,9.1161,13.73659,13.36195,9.74049
NREM,0.00031,8.61659,13.86146,12.86244,7.86732
NREM,0.00026,8.99122,14.73561,14.11122,10.11512
NREM,0.00034,8.49171,14.11122,13.61171,9.49073
NREM,0.00031,8.61659,13.98634,13.61171,6.86829
NREM,0.00034,8.24195,14.11122,13.61171,6.99317
NREM,0.00029,8.49171,14.2361,13.73659,9.1161
NREM,0.0005,9.36585,13.86146,12.86244,9.49073
NREM,0.00028,8.61659,14.48585,13.86146,8.24195
NREM,0.0003,8.61659,14.36098,13.61171,9.99024
NREM,0.00034,8.74146,14.2361,13.86146,6.86829
NREM,0.0003,9.1161,14.2361,13.98634,8.24195
NREM,0.00033,7.74244,13.86146,13.23707,8.74146
NREM,0.00032,8.11707,13.98634,13.73659,6.99317
NREM,0.00029,7.86732,13.98634,13.23707,6.74341
NREM,0.00029,7.9922,14.11122,13.61171,7.9922
NREM,0.00032,8.11707,13.98634,13.23707,7.49268
NREM,0.00051,9.61561,13.36195,12.86244,10.73951
NREM,0.00031,8.99122,13.86146,12.98732,9.99024
NREM,0.00032,8.74146,14.36098,13.73659,9.1161
NREM,0.00035,8.49171,14.11122,13.61171,6.86829
NREM,0.00043,9.74049,15.98439,15.48488,10.98927
NREM,0.00022,9.1161,15.48488,14.36098,6.11902
NREM,0.00025,8.86634,14.86049,14.2361,8.99122
NREM,0.00023,8.49171,14.61073,13.86146,7.9922
NREM,0.00032,9.36585,14.48585,13.61171,8.99122
NREM,0.00026,8.99122,14.61073,14.11122,10.48976
NREM,0.0003,8.74146,14.36098,13.98634,8.61659
NREM,0.00025,7.9922,14.36098,13.61171,6.99317
NREM,0.00028,9.24098,14.36098,14.11122,9.61561
NREM,0.00039,8.99122,13.98634,12.98732,9.61561
NREM,0.00029,7.9922,14.73561,13.61171,6.86829
NREM,0.00025,8.61659,14.61073,14.11122,6.99317
NREM,0.00033,8.36683,13.98634,13.61171,7.49268
NREM,0.00027,7.74244,14.11122,13.1122,6.86829
NREM,0.00028,7.49268,13.98634,12.98732,6.61854
NREM,0.00028,8.24195,14.2361,13.61171,6.74341
NREM,0.00026,7.3678,14.11122,12.4878,6.86829
NREM,0.00029,7.74244,13.61171,12.98732,6.36878
NREM,0.0003,7.74244,14.2361,13.48683,6.74341
NREM,0.0003,7.86732,13.98634,13.1122,7.74244
NREM,0.00031,7.49268,13.86146,12.86244,6.99317
NREM,0.00031,7.49268,13.98634,12.98732,6.74341
NREM,0.00033,8.11707,13.73659,13.1122,6.74341
NREM,0.00027,7.24293,13.61171,12.36293,6.86829
NREM,0.0004,8.74146,13.61171,12.36293,8.74146
NREM,0.00026,7.9922,14.36098,13.23707,7.74244
NREM,0.00025,8.61659,14.48585,13.86146,8.61659
NREM,0.00036,8.24195,13.98634,13.61171,9.1161
NREM,0.00024,8.61659,14.61073,13.86146,6.74341
NREM,0.00035,8.36683,13.98634,13.48683,6.99317
NREM,0.00031,8.86634,14.48585,13.23707,8.49171
NREM,0.00028,8.99122,14.2361,13.86146,9.24098
NREM,0.00028,8.11707,13.98634,13.48683,7.24293
NREM,0.00025,7.9922,14.36098,13.61171,6.2439
NREM,0.00027,8.11707,13.73659,12.86244,8.61659
NREM,0.00074,9.61561,19.23122,18.98146,9.99024
NREM,0.00026,8.74146,14.98537,13.73659,10.48976
NREM,0.00027,8.61659,14.48585,13.86146,9.74049
NREM,0.00035,9.1161,14.2361,13.61171,10.36488
NREM,0.00028,9.36585,16.35902,15.48488,9.24098
NREM,0.00023,8.74146,15.48488,14.11122,9.49073
NREM,0.00027,9.49073,14.48585,13.98634,10.24
NREM,0.00027,8.49171,14.73561,14.11122,8.11707
NREM,0.00031,9.24098,13.73659,12.73756,9.86537
NREM,0.00024,9.1161,14.61073,14.2361,10.24
NREM,0.00038,8.99122,13.98634,13.1122,10.36488
NREM,0.00026,9.36585,14.36098,14.11122,6.11902
NREM,0.00026,9.1161,14.48585,14.11122,6.74341
NREM,0.00026,8.74146,14.11122,13.61171,9.74049
NREM,0.00029,8.74146,14.2361,13.48683,6.49366
NREM,0.00023,8.49171,13.98634,13.1122,7.11805
NREM,0.00031,8.74146,14.36098,13.86146,6.86829
NREM,0.00025,8.36683,14.36098,13.86146,8.11707
NREM,0.00032,8.86634,14.2361,13.23707,8.99122
NREM,0.00023,9.1161,14.61073,13.98634,8.11707
NREM,0.00023,8.99122,14.73561,14.2361,6.99317
NREM,0.00022,8.61659,14.48585,13.98634,8.74146
NREM,0.0003,8.99122,14.36098,13.98634,7.86732
NREM,0.0003,8.24195,14.11122,13.61171,8.36683
NREM,0.00137,10.48976,18.60683,18.10732,10.48976
NREM,0.00026,8.74146,14.36098,13.98634,6.99317
NREM,0.00034,8.86634,13.86146,12.98732,8.99122
NREM,0.0003,9.1161,14.11122,13.61171,9.24098
NREM,0.00027,8.49171,14.11122,13.61171,7.74244
NREM,0.00033,8.24195,14.36098,13.98634,13.48683
NREM,0.00025,7.74244,14.2361,13.48683,6.74341
NREM,0.00026,7.9922,14.11122,13.61171,5.99415
NREM,0.00047,9.74049,12.61268,11.98829,10.36488
NREM,0.00027,8.24195,14.61073,13.36195,10.11512
NREM,0.00031,8.36683,14.36098,13.98634,6.86829
NREM,0.00048,8.49171,13.36195,11.98829,9.86537
NREM,0.00027,8.36683,14.11122,13.86146,6.86829
NREM,0.00026,8.61659,14.48585,13.86146,6.99317
NREM,0.00044,9.61561,13.98634,13.36195,10.48976
NREM,0.00029,8.99122,14.36098,13.73659,9.24098
NREM,0.00027,8.74146,14.61073,14.11122,9.1161
NREM,0.00034,9.24098,14.2361,13.98634,7.86732
NREM,0.00026,9.36585,14.48585,13.98634,9.86537
NREM,0.00026,8.99122,14.48585,13.98634,7.11805
NREM,0.00021,7.86732,14.61073,13.98634,7.49268
NREM,0.00027,8.99122,14.61073,14.36098,9.1161
NREM,0.00026,9.1161,15.11024,14.61073,10.11512
NREM,0.00018,9.61561,15.60976,14.98537,6.86829
REM,0.0002,8.36683,15.11024,14.36098,6.11902
REM,0.00022,8.99122,15.11024,14.61073,7.74244
REM,0.00022,8.61659,15.36,14.36098,7.24293
REM,0.00018,9.1161,15.48488,14.61073,8.24195
REM,0.00022,9.49073,15.23512,14.36098,9.74049
REM,0.00016,9.36585,16.10927,15.11024,9.49073
REM,0.00016,8.61659,15.48488,14.73561,8.24195
REM,0.00022,8.74146,14.73561,14.2361,8.36683
REM,0.00019,9.36585,14.86049,14.36098,10.36488
REM,0.00019,9.86537,15.73463,14.86049,9.99024
REM,0.00018,8.61659,15.23512,14.2361,7.9922
REM,0.00019,8.61659,14.98537,13.86146,7.86732
REM,0.00018,9.24098,15.23512,14.73561,6.2439
REM,0.00019,9.1161,15.23512,14.2361,9.86537
REM,0.00019,7.9922,15.48488,14.48585,5.86927
REM,0.00016,9.1161,15.85951,14.73561,9.36585
REM,0.00015,8.49171,15.36,14.2361,6.2439
REM,0.0002,8.86634,15.60976,14.73561,8.24195
REM,0.00024,10.24,15.60976,14.86049,10.61463
REM,0.00098,11.98829,21.47902,22.10341,11.48878
REM,0.00019,8.99122,15.48488,14.2361,10.36488
REM,0.00025,9.36585,14.86049,14.2361,10.73951
REM,0.00018,9.49073,15.60976,15.11024,7.24293
REM,0.00027,9.1161,14.98537,14.61073,9.74049
REM,0.00022,8.61659,15.48488,14.2361,9.61561
REM,0.00021,9.1161,15.36,14.48585,7.9922
REM,0.00025,9.24098,15.11024,14.48585,7.74244
REM,0.00028,8.36683,14.73561,13.98634,6.49366
REM,0.00022,8.49171,14.98537,13.61171,6.61854
REM,0.00019,8.61659,15.23512,14.36098,7.3678
REM,0.00022,8.61659,15.98439,14.73561,6.36878
REM,0.00012,9.24098,16.35902,15.60976,8.36683
REM,0.00025,9.36585,16.4839,15.23512,9.1161
REM,0.00028,8.61659,14.98537,14.2361,8.49171
REM,0.00016,9.61561,15.60976,15.23512,5.99415
REM,0.00015,9.36585,16.23415,15.60976,5.99415
REM,0.00018,8.86634,15.60976,14.48585,7.86732
REM,0.00016,9.24098,15.85951,14.98537,8.61659
REM,0.00029,10.48976,18.48195,18.10732,8.74146
NREM,0.00075,11.48878,21.72878,21.97854,10.48976
NREM,0.00023,9.1161,15.73463,14.86049,8.86634
NREM,0.00027,8.86634,15.36,14.36098,7.74244
NREM,0.0003,9.74049,15.98439,15.23512,7.86732
NREM,0.00025,9.36585,16.10927,15.23512,6.61854
NREM,0.0003,9.1161,15.36,14.36098,7.11805
NREM,0.00025,9.24098,15.60976,14.86049,7.61756
NREM,0.00027,9.24098,16.10927,14.98537,8.36683
NREM,0.00028,9.24098,15.48488,14.48585,6.99317
NREM,0.00033,8.86634,15.11024,14.11122,6.86829
NREM,0.00031,9.36585,15.23512,14.61073,9.61561
NREM,0.00036,8.99122,15.48488,14.2361,7.74244
NREM,0.00031,8.74146,14.86049,13.98634,8.61659
NREM,0.00031,8.99122,15.36,14.2361,7.11805
NREM,0.00026,9.1161,15.98439,15.11024,9.61561
NREM,0.00026,9.36585,15.73463,14.86049,9.24098
NREM,0.00028,9.1161,15.85951,14.61073,6.86829
NREM,0.00026,9.36585,16.10927,14.86049,7.74244
NREM,0.00035,8.86634,15.73463,14.61073,6.61854
NREM,0.00027,9.86537,15.36,14.61073,9.99024
NREM,0.00027,8.99122,15.36,14.48585,9.74049
NREM,0.00028,9.24098,15.85951,14.98537,8.61659
NREM,0.00034,9.1161,15.60976,14.73561,9.36585
NREM,0.00027,8.99122,16.73366,15.48488,6.74341
NREM,0.00027,9.1161,15.60976,14.61073,7.74244
NREM,0.00028,8.99122,15.11024,14.2361,9.1161
NREM,0.00039,9.49073,15.11024,14.2361,7.24293
NREM,0.00033,8.86634,14.86049,14.2361,8.86634
NREM,0.00035,9.1161,15.36,14.36098,7.61756
NREM,0.00031,8.86634,15.11024,14.2361,7.49268
NREM,0.00033,8.61659,15.23512,13.86146,7.49268
NREM,0.00031,8.86634,15.36,14.48585,7.74244
NREM,0.00034,8.61659,15.11024,13.98634,7.49268
NREM,0.00052,8.86634,17.6078,16.10927,8.99122
NREM,0.00023,8.99122,15.48488,14.36098,8.86634
NREM,0.00021,9.61561,15.73463,14.98537,7.61756
NREM,0.00022,9.49073,16.10927,15.11024,7.74244
NREM,0.00022,8.86634,15.85951,14.98537,9.36585
NREM,0.00027,9.1161,15.11024,14.2361,10.73951
NREM,0.00028,9.1161,15.48488,14.36098,7.61756
NREM,0.00032,8.86634,14.86049,14.48585,7.9922
NREM,0.00026,9.36585,15.36,14.48585,9.36585
NREM,0.0003,9.1161,15.48488,14.48585,7.86732
NREM,0.00029,8.99122,15.36,14.36098,7.24293
NREM,0.00036,9.86537,18.98146,18.35707,8.61659
NREM,0.00029,10.86439,19.60585,19.23122,13.48683
NREM,0.00023,8.74146,15.60976,14.11122,6.99317
NREM,0.00027,8.74146,14.98537,14.2361,8.99122
NREM,0.00032,8.99122,14.48585,13.48683,9.61561
NREM,0.00031,8.74146,14.86049,14.48585,6.74341
NREM,0.00029,8.61659,14.73561,13.98634,7.61756
NREM,0.00034,8.86634,14.48585,13.73659,9.49073
NREM,0.0013,14.2361,20.85463,21.10439,12.86244
NREM,0.00013,9.36585,16.98341,15.60976,9.74049
NREM,0.00024,9.24098,14.86049,13.73659,8.36683
NREM,0.00023,8.61659,15.48488,14.36098,5.49463
NREM,0.00024,9.1161,15.11024,13.98634,7.11805
NREM,0.00027,8.61659,14.36098,13.23707,6.99317
NREM,0.00026,9.24098,14.73561,13.86146,10.36488
NREM,0.00025,8.49171,14.48585,13.48683,8.74146
NREM,0.0003,8.74146,14.61073,14.36098,7.11805
NREM,0.00024,7.86732,13.98634,12.98732,6.86829
NREM,0.00033,8.74146,14.36098,13.86146,5.86927
NREM,0.00029,9.24098,14.36098,14.11122,10.48976
NREM,0.00026,9.24098,14.86049,14.61073,8.86634
NREM,0.0003,9.1161,14.48585,13.86146,9.61561
NREM,0.00029,9.24098,14.61073,14.36098,8.49171
NREM,0.00032,8.24195,14.2361,13.48683,8.49171
NREM,0.00033,8.24195,13.73659,12.86244,8.24195
NREM,0.00029,8.86634,14.48585,13.98634,8.99122
NREM,0.00031,8.74146,14.48585,13.86146,8.74146
NREM,0.00031,8.24195,14.36098,13.73659,7.74244
NREM,0.00032,8.24195,13.98634,13.61171,6.74341
NREM,0.00038,8.24195,13.48683,12.61268,7.9922
NREM,0.00031,8.74146,14.36098,13.73659,8.49171
NREM,0.00031,8.49171,14.11122,13.61171,7.61756
NREM,0.0003,7.9922,14.11122,13.73659,6.74341
NREM,0.00026,8.36683,14.36098,12.98732,7.61756
NREM,0.00031,8.49171,14.2361,13.73659,7.74244
NREM,0.0003,8.36683,14.48585,13.73659,8.36683
NREM,0.00034,7.9922,13.98634,12.98732,7.86732
NREM,0.0003,7.61756,14.11122,13.48683,6.74341
NREM,0.0003,8.24195,14.2361,13.48683,5.99415
NREM,0.00035,8.11707,14.2361,13.73659,5.61951
NREM,0.00027,7.74244,13.86146,12.86244,7.74244
NREM,0.00033,7.86732,14.11122,13.61171,6.36878
NREM,0.00027,7.9922,13.98634,13.48683,6.61854
NREM,0.00031,8.86634,13.98634,12.98732,9.1161
NREM,0.00068,9.86537,16.35902,15.48488,9.86537
NREM,0.00028,8.74146,14.73561,13.98634,9.49073
NREM,0.00029,8.74146,14.2361,13.73659,9.74049
NREM,0.00032,8.24195,14.11122,13.48683,6.11902
NREM,0.00034,7.74244,13.73659,13.23707,7.61756
NREM,0.00031,8.24195,14.11122,13.86146,8.24195
NREM,0.0003,7.74244,13.73659,12.73756,6.61854
NREM,0.00028,7.61756,13.86146,12.98732,7.61756
NREM,0.00027,7.49268,13.98634,13.36195,7.49268
NREM,0.00029,7.74244,13.86146,12.98732,5.61951
NREM,0.00028,7.3678,13.86146,12.73756,7.11805
NREM,0.00027,7.9922,14.2361,13.73659,5.49463
NREM,0.00031,7.74244,13.36195,12.11317,6.99317
NREM,0.00027,7.61756,13.86146,12.98732,7.49268
NREM,0.00061,9.24098,12.98732,12.11317,9.36585
NREM,0.00034,9.24098,13.86146,12.4878,10.61463
NREM,0.00077,11.61366,17.73268,17.48293,12.36293
NREM,0.00046,9.24098,14.98537,14.2361,9.49073
NREM,0.0003,8.74146,14.73561,13.98634,8.99122
NREM,0.00077,11.11415,17.98244,17.73268,9.36585
NREM,0.00024,9.86537,16.35902,15.23512,9.99024
NREM,0.00034,8.36683,14.48585,13.61171,7.61756
NREM,0.0003,8.99122,15.11024,14.36098,8.36683
NREM,0.0003,9.49073,15.85951,15.23512,7.3678
NREM,0.00029,8.86634,15.36,14.48585,7.3678
NREM,0.00035,9.24098,15.36,14.36098,9.36585
NREM,0.00039,8.99122,15.23512,13.98634,7.11805
NREM,0.0003,8.86634,15.98439,14.98537,7.11805
NREM,0.00037,8.61659,14.98537,14.48585,7.49268
NREM,0.00031,8.86634,15.11024,13.98634,7.49268
NREM,0.00034,8.86634,15.11024,13.98634,7.11805
NREM,0.00036,8.99122,14.86049,13.98634,8.99122
NREM,0.00039,8.99122,15.11024,14.2361,9.1161
NREM,0.00045,8.74146,14.48585,13.73659,6.99317
NREM,0.00037,8.49171,14.86049,14.48585,6.74341
NREM,0.00038,9.24098,14.73561,14.48585,6.99317
NREM,0.00043,8.74146,14.86049,14.2361,7.49268
NREM,0.00039,8.86634,14.61073,14.11122,9.36585
NREM,0.00042,8.86634,15.23512,13.98634,8.86634
NREM,0.0003,8.61659,15.60976,14.48585,7.61756
NREM,0.00033,8.74146,14.86049,13.86146,6.99317
NREM,0.00044,9.61561,14.73561,14.36098,10.24
NREM,0.00032,8.74146,15.48488,14.73561,7.61756
NREM,0.00038,9.86537,18.2322,17.48293,7.61756
NREM,0.00028,8.86634,15.60976,14.48585,6.86829
NREM,0.0002,9.24098,16.60878,15.60976,8.74146
NREM,0.00021,9.1161,15.85951,15.11024,9.86537
NREM,0.00023,8.74146,15.36,14.11122,6.99317
NREM,0.00032,9.1161,14.86049,13.86146,8.86634
NREM,0.00031,8.74146,14.86049,14.2361,8.36683
NREM,0.00022,9.1161,15.23512,14.2361,6.74341
NREM,0.00033,8.86634,14.48585,13.98634,7.24293
NREM,0.00027,8.74146,14.61073,13.98634,5.74439
NREM,0.00031,8.99122,14.73561,14.11122,9.1161
NREM,0.00034,9.1161,14.48585,14.2361,9.24098
NREM,0.00031,8.61659,14.61073,14.2361,6.2439
NREM,0.00035,8.61659,14.48585,14.11122,9.74049
NREM,0.00036,8.49171,14.61073,14.36098,8.61659
NREM,0.00023,8.74146,14.98537,14.2361,7.24293
NREM,0.00033,9.1161,14.36098,13.98634,8.49171
NREM,0.00027,8.99122,15.23512,14.73561,8.74146
REM,0.00024,9.61561,15.23512,14.86049,10.86439
REM,0.00025,9.99024,14.98537,14.61073,8.86634
REM,0.00024,8.74146,15.23512,14.2361,8.74146
REM,0.00021,8.99122,15.23512,14.2361,9.1161
REM,0.00058,9.1161,15.48488,15.11024,8.24195
REM,0.0002,8.86634,16.23415,15.23512,8.11707
REM,0.0002,8.99122,15.48488,14.48585,6.86829
REM,0.00016,9.61561,16.10927,15.23512,10.61463
REM,0.00026,9.74049,15.11024,14.61073,6.99317
REM,0.00027,9.36585,15.11024,14.36098,9.24098
REM,0.00021,8.86634,15.85951,14.73561,7.61756
REM,0.00021,9.1161,15.60976,14.61073,6.2439
REM,0.00016,8.86634,15.73463,14.86049,8.86634
REM,0.00019,8.99122,15.60976,14.61073,9.1161
REM,0.0002,8.99122,15.85951,14.73561,8.61659
REM,0.00017,9.24098,15.98439,14.98537,9.86537
REM,0.0002,8.49171,15.60976,14.11122,6.49366
REM,0.00019,9.24098,15.73463,14.86049,6.61854
REM,0.00021,8.61659,15.48488,14.2361,7.61756
REM,0.00021,8.86634,15.85951,14.61073,6.99317
REM,0.00019,8.61659,16.35902,15.23512,6.99317
REM,0.00031,10.24,15.36,14.61073,10.36488
REM,0.00028,7.86732,14.98537,13.61171,6.61854
REM,0.0002,9.36585,15.98439,14.61073,9.49073
REM,0.00019,8.86634,15.60976,14.61073,7.24293
REM,0.00024,8.74146,16.35902,14.86049,8.74146
REM,0.00023,9.24098,15.85951,14.86049,8.24195
REM,0.00027,8.74146,15.36,14.48585,8.74146
REM,0.00021,8.86634,15.48488,14.48585,7.3678
REM,0.0002,9.24098,15.73463,14.98537,6.49366
REM,0.0002,8.61659,15.60976,14.36098,8.86634
REM,0.0002,8.99122,15.73463,14.73561,9.24098
REM,0.0002,9.24098,15.98439,14.98537,8.61659
REM,0.00022,8.61659,15.23512,14.61073,8.61659
REM,0.00023,8.99122,15.60976,14.36098,9.99024
REM,0.00019,8.61659,16.98341,15.48488,8.24195
REM,0.00018,8.74146,15.85951,14.61073,5.99415
REM,0.00024,8.99122,16.10927,14.98537,6.86829
REM,0.00023,8.99122,16.10927,14.98537,9.86537
REM,0.00017,9.1161,16.10927,14.98537,8.99122
REM,0.00018,9.24098,15.73463,14.36098,6.99317
REM,0.00017,9.24098,15.73463,14.61073,6.49366
REM,0.00027,8.74146,15.48488,14.36098,7.24293
REM,0.00029,8.74146,15.48488,14.48585,7.61756
REM,0.00019,8.86634,15.48488,14.48585,8.86634
REM,0.00051,10.61463,18.85659,18.35707,10.61463
NREM,0.00043,10.73951,21.10439,20.85463,7.9922
NREM,0.00026,9.36585,15.60976,14.73561,9.74049
NREM,0.00025,8.11707,15.60976,14.36098,7.11805
NREM,0.00023,9.61561,16.23415,15.48488,9.61561
NREM,0.00024,9.49073,15.98439,15.11024,8.86634
NREM,0.00026,8.86634,15.48488,14.61073,7.24293
NREM,0.00024,9.24098,15.48488,14.11122,9.24098
NREM,0.00028,9.61561,15.48488,14.36098,10.73951
NREM,0.00026,8.99122,15.11024,13.98634,9.1161
NREM,0.00021,9.36585,16.4839,15.48488,7.74244
NREM,0.00028,8.61659,15.23512,14.11122,7.86732
NREM,0.00036,9.1161,15.60976,14.61073,9.24098
NREM,0.00024,8.99122,15.85951,14.86049,7.11805
NREM,0.00031,8.86634,14.98537,13.98634,6.86829
NREM,0.00029,9.36585,15.60976,14.73561,10.73951
NREM,0.00025,8.61659,15.73463,14.98537,6.49366
NREM,0.00022,9.36585,15.98439,15.36,9.36585
NREM,0.0003,8.86634,15.11024,14.48585,8.61659
NREM,0.00032,9.36585,14.86049,14.36098,10.36488
NREM,0.00029,8.99122,15.23512,14.73561,7.61756
NREM,0.00028,9.49073,14.86049,13.86146,9.86537
NREM,0.00042,8.86634,14.98537,14.48585,7.3678
NREM,0.00056,9.36585,14.61073,13.98634,9.99024
NREM,0.00023,8.74146,15.23512,14.2361,8.36683
NREM,0.00019,9.61561,16.60878,15.98439,9.36585
NREM,0.00035,8.24195,14.86049,13.86146,7.11805
NREM,0.00029,9.24098,14.98537,14.36098,10.36488
NREM,0.00049,8.86634,15.60976,14.36098,8.49171
NREM,0.00028,8.86634,14.98537,14.36098,6.74341
NREM,0.0004,8.49171,14.61073,13.98634,7.49268
NREM,0.0005,8.86634,15.11024,13.98634,8.61659
NREM,0.0003,8.86634,14.61073,13.48683,8.24195
NREM,0.00028,9.1161,14.86049,14.11122,6.49366
NREM,0.00033,9.36585,14.73561,14.2361,9.36585
NREM,0.00028,8.61659,14.61073,13.86146,8.61659
NREM,0.0003,9.24098,14.98537,14.36098,10.11512
NREM,0.00054,9.1161,14.73561,13.98634,9.49073
NREM,0.00032,8.86634,14.98537,14.48585,7.86732
NREM,0.00046,8.61659,14.98537,14.11122,8.61659
NREM,0.00053,9.24098,15.36,14.61073,10.36488
NREM,0.00027,8.61659,14.48585,13.73659,10.11512
NREM,0.00037,8.74146,14.73561,14.2361,6.61854
NREM,0.00051,8.61659,15.23512,13.98634,9.86537
NREM,0.00039,9.24098,14.36098,13.73659,9.74049
NREM,0.0003,8.61659,14.61073,13.98634,6.74341
NREM,0.00034,8.86634,14.73561,14.11122,7.9922
NREM,0.00031,9.1161,14.61073,14.2361,8.61659
NREM,0.00051,8.49171,14.86049,14.11122,6.74341
NREM,0.00032,8.74146,14.48585,14.11122,7.86732
NREM,0.00087,9.86537,19.3561,18.73171,8.99122
NREM,0.00026,9.86537,16.10927,15.23512,7.9922
NREM,0.00028,9.1161,14.86049,14.11122,6.86829
NREM,0.00031,9.36585,14.98537,14.2361,9.99024
NREM,0.00034,9.61561,15.23512,14.11122,7.61756
NREM,0.00027,9.74049,15.98439,14.86049,10.24
NREM,0.00018,9.61561,17.35805,16.73366,6.61854
NREM,0.0002,9.61561,17.10829,16.10927,6.61854
NREM,0.00029,8.74146,14.73561,13.61171,8.74146
NREM,0.00026,8.99122,15.23512,13.98634,10.24
NREM,0.00027,8.74146,15.36,14.73561,6.11902
NREM,0.00023,9.36585,15.23512,14.36098,9.49073
NREM,0.0003,9.1161,14.98537,14.36098,9.74049
NREM,0.00028,8.86634,15.23512,14.48585,6.74341
NREM,0.00029,8.74146,14.48585,13.86146,7.49268
NREM,0.00034,8.61659,14.48585,13.86146,9.61561
NREM,0.0003,8.11707,14.48585,13.86146,6.74341
NREM,0.00029,8.24195,14.2361,13.36195,7.3678
