Sleep_Stage,MeanP_Delta_C4,MedianF_Delta_C4,MeanF_Delta_C4,Spectral Edge_Delta_C4,PeakF_Delta_C4
NREM,0.00097,1.74829,7.3678,3.62146,0.62439
NREM,0.00157,1.1239,5.74439,3.62146,0.49951
NREM,0.0016,1.49854,6.11902,3.49659,0.74927
NREM,0.00129,1.24878,7.11805,3.49659,0.62439
NREM,0.00233,1.37366,5.86927,3.37171,0.74927
NREM,0.00472,0.87415,5.36976,2.8722,0.74927
NREM,0.00226,1.24878,5.49463,3.24683,0.49951
NREM,0.00305,0.99902,5.24488,2.99707,0.62439
NREM,0.00548,1.1239,5.24488,2.74732,0.99902
NREM,0.00279,1.37366,5.36976,2.8722,1.62341
NREM,0.00556,0.74927,5.36976,2.74732,0.49951
NREM,0.00525,0.99902,5.36976,2.8722,0.62439
NREM,0.00446,0.99902,5.12,2.2478,1.1239
NREM,0.00522,0.74927,4.99512,2.37268,0.74927
NREM,0.00263,1.24878,5.49463,3.24683,0.62439
NREM,0.0046,0.87415,4.99512,2.37268,0.74927
NREM,0.00692,0.99902,4.99512,2.2478,0.87415
NREM,0.00552,1.1239,4.74537,2.37268,0.99902
NREM,0.00633,1.24878,4.62049,2.8722,1.1239
NREM,0.00447,1.24878,5.24488,2.8722,1.1239
NREM,0.00486,1.1239,5.12,2.74732,1.1239
NREM,0.00441,1.24878,5.12,2.74732,0.62439
NREM,0.00353,1.37366,5.74439,3.62146,1.1239
NREM,0.00698,1.24878,4.99512,2.8722,0.49951
NREM,0.00424,1.24878,4.99512,2.74732,0.49951
NREM,0.00749,1.1239,4.49561,2.37268,0.62439
NREM,0.0098,1.24878,4.99512,2.37268,0.49951
NREM,0.00478,1.24878,5.24488,2.99707,0.37463
NREM,0.00407,1.62341,5.36976,3.24683,1.87317
NREM,0.00362,0.99902,5.24488,2.49756,0.74927
NREM,0.00483,1.1239,5.24488,2.74732,0.87415
NREM,0.00406,1.24878,5.36976,2.99707,0.74927
NREM,0.00233,1.49854,5.61951,3.74634,0.62439
NREM,0.0072,1.37366,5.24488,2.8722,0.99902
NREM,0.00294,1.24878,5.49463,3.37171,0.74927
NREM,0.01271,0.87415,4.24585,1.49854,0.62439
NREM,0.00408,1.1239,5.24488,2.74732,0.99902
NREM,0.0045,0.87415,5.49463,3.24683,0.37463
NREM,0.00847,0.74927,4.87024,1.87317,0.87415
NREM,0.00574,0.74927,5.36976,2.62244,0.49951
NREM,0.00558,0.87415,4.99512,2.62244,0.37463
NREM,0.01086,0.87415,4.49561,2.2478,0.74927
NREM,0.01105,0.49951,4.12098,1.1239,0.62439
NREM,0.00298,1.49854,5.24488,3.49659,1.24878
NREM,0.0054,1.24878,4.99512,2.62244,0.74927
NREM,0.00375,0.87415,5.12,2.8722,0.74927
NREM,0.00259,1.49854,5.24488,3.62146,0.87415
NREM,0.00559,1.37366,4.49561,3.24683,0.74927
NREM,0.00654,1.24878,5.49463,2.8722,1.37366
NREM,0.00467,1.24878,4.87024,2.62244,0.87415
NREM,0.005,1.24878,5.61951,3.24683,1.24878
NREM,0.00265,0.99902,5.24488,3.12195,0.99902
NREM,0.00554,1.1239,4.99512,2.49756,0.62439
NREM,0.00254,0.87415,5.86927,2.99707,0.37463
NREM,0.00778,1.1239,4.37073,2.49756,0.99902
NREM,0.00548,1.24878,4.74537,2.74732,1.1239
NREM,0.00681,1.1239,4.74537,2.74732,0.62439
NREM,0.00265,1.74829,5.36976,3.62146,0.87415
NREM,0.00367,1.24878,5.24488,3.49659,0.87415
NREM,0.00725,0.99902,5.12,2.37268,0.87415
NREM,0.00571,1.24878,4.87024,3.12195,0.49951
NREM,0.0032,0.87415,5.61951,3.12195,0.49951
NREM,0.00321,0.99902,5.36976,2.99707,0.87415
NREM,0.00315,0.99902,5.61951,3.37171,0.62439
NREM,0.0036,1.24878,5.49463,3.37171,0.62439
NREM,0.01354,0.74927,4.49561,2.12293,0.62439
NREM,0.00554,0.99902,4.99512,2.49756,0.87415
NREM,0.00372,1.24878,5.24488,3.49659,1.1239
NREM,0.00594,1.24878,4.99512,2.8722,1.24878
NREM,0.00322,1.37366,5.36976,3.24683,1.37366
NREM,0.00399,1.37366,5.49463,3.12195,1.37366
NREM,0.00447,1.24878,5.24488,3.49659,0.74927
NREM,0.00466,0.99902,5.49463,3.12195,0.62439
NREM,0.00486,1.37366,5.49463,3.37171,0.62439
NREM,0.00307,1.49854,6.11902,3.74634,0.74927
NREM,0.00741,1.1239,5.49463,3.12195,0.74927
NREM,0.00324,1.24878,5.74439,3.62146,0.74927
NREM,0.00504,1.49854,5.36976,2.99707,0.62439
NREM,0.00658,1.1239,5.24488,3.24683,0.74927
NREM,0.00766,1.1239,5.36976,2.8722,0.74927
NREM,0.00389,1.24878,5.49463,3.62146,0.62439
NREM,0.00712,0.87415,5.36976,2.74732,0.74927
NREM,0.00347,1.24878,5.99415,3.62146,0.87415
NREM,0.00439,1.49854,5.49463,3.37171,0.62439
NREM,0.00571,0.99902,5.49463,3.12195,0.62439
NREM,0.01229,0.87415,4.99512,2.49756,0.62439
NREM,0.00638,1.24878,5.74439,3.37171,0.87415
NREM,0.00702,1.24878,4.99512,2.8722,1.24878
NREM,0.00655,0.99902,5.36976,2.74732,1.1239
NREM,0.00984,1.1239,4.87024,2.74732,0.74927
NREM,0.00626,1.37366,5.49463,3.24683,0.99902
NREM,0.00589,1.1239,5.61951,3.37171,0.99902
NREM,0.01007,1.1239,5.49463,2.62244,0.74927
NREM,0.00594,0.99902,4.74537,2.74732,0.87415
NREM,0.0059,1.62341,5.24488,2.99707,0.87415
NREM,0.00916,1.24878,4.62049,2.74732,1.49854
NREM,0.00728,1.1239,4.62049,2.62244,0.74927
NREM,0.88941,0.62439,3.24683,1.1239,0.62439
NREM,0.05737,0.49951,2.99707,0.99902,0.49951
NREM,0.00678,1.1239,4.87024,2.37268,0.74927
NREM,0.00442,1.37366,5.36976,3.37171,1.49854
NREM,0.00586,1.24878,4.87024,2.74732,1.1239
NREM,0.00661,1.24878,4.99512,2.8722,0.74927
NREM,0.00815,1.1239,4.37073,2.37268,0.99902
NREM,0.00313,1.37366,5.74439,3.62146,0.37463
NREM,0.00554,1.24878,5.49463,2.62244,0.74927
NREM,0.00207,1.1239,6.36878,2.99707,0.62439
NREM,0.00507,1.37366,5.12,2.8722,0.74927
NREM,0.00324,1.49854,5.24488,2.99707,1.87317
NREM,0.00292,1.1239,5.99415,3.12195,1.1239
NREM,0.00334,1.24878,5.49463,3.24683,0.87415
NREM,0.00274,1.37366,5.61951,3.37171,0.62439
NREM,0.00285,1.24878,5.61951,2.99707,0.87415
NREM,0.00192,1.1239,6.2439,3.24683,1.1239
NREM,0.00233,1.24878,5.99415,3.24683,0.74927
NREM,0.00205,1.37366,6.11902,3.37171,0.62439
NREM,0.12523,0.49951,2.62244,1.24878,0.37463
NREM,0.00377,0.37463,5.74439,2.12293,0.37463
NREM,0.01014,0.74927,4.87024,2.37268,0.49951
NREM,0.01038,1.1239,4.87024,2.99707,0.62439
NREM,0.00555,1.37366,5.36976,2.8722,0.37463
NREM,0.00388,1.1239,5.49463,3.24683,0.62439
REM,0.00258,1.37366,5.49463,3.12195,1.24878
REM,0.00177,1.62341,6.74341,4.74537,0.62439
REM,0.00125,2.12293,6.74341,4.24585,2.49756
REM,0.00185,1.74829,5.86927,3.74634,0.74927
REM,0.00155,1.24878,6.11902,3.9961,0.49951
REM,0.00212,1.87317,5.99415,3.9961,0.74927
REM,0.00697,0.24976,5.24488,1.99805,0.24976
REM,0.00164,1.1239,6.36878,3.49659,0.99902
REM,0.0016,1.37366,6.11902,3.74634,0.62439
REM,0.00134,1.74829,6.2439,4.37073,0.49951
REM,0.00206,1.24878,6.11902,3.12195,0.49951
REM,0.00149,1.62341,6.2439,3.74634,0.37463
REM,0.00132,1.37366,6.61854,3.49659,0.37463
REM,0.00189,0.99902,5.99415,2.99707,0.74927
REM,0.00451,0.74927,5.12,2.49756,0.37463
REM,0.00114,1.62341,6.11902,3.49659,0.37463
REM,0.00214,0.99902,5.86927,3.24683,0.37463
REM,0.0016,1.1239,5.99415,2.99707,0.74927
REM,0.00206,0.87415,5.74439,3.12195,0.49951
REM,0.00362,0.74927,5.24488,2.37268,0.87415
REM,0.00165,1.24878,6.11902,3.37171,1.1239
REM,0.00199,1.24878,6.2439,3.62146,0.62439
REM,0.00279,1.24878,5.74439,2.74732,0.74927
REM,0.00156,1.1239,6.2439,3.74634,0.99902
REM,0.00185,0.99902,5.99415,3.24683,0.49951
REM,0.00352,0.62439,5.36976,2.62244,0.49951
REM,0.00167,1.24878,6.2439,3.24683,0.37463
REM,0.00505,0.99902,5.24488,2.74732,0.74927
REM,0.00142,1.37366,5.61951,3.49659,0.37463
REM,0.00142,1.62341,5.74439,3.74634,0.37463
REM,0.00143,0.99902,6.2439,3.62146,0.74927
REM,0.02977,0.49951,3.62146,0.99902,0.37463
REM,0.00155,1.24878,5.99415,3.62146,0.37463
REM,0.00195,1.24878,5.61951,3.49659,0.62439
REM,0.00196,1.1239,6.11902,3.24683,0.49951
REM,0.00204,0.74927,6.11902,3.49659,0.37463
REM,0.00132,1.24878,6.11902,3.49659,0.49951
REM,0.02912,0.37463,4.62049,1.1239,0.37463
REM,0.00205,0.99902,6.2439,3.37171,0.62439
NREM,0.16064,0.62439,2.8722,1.37366,0.62439
REM,0.00231,0.74927,6.11902,2.8722,0.62439
REM,0.0014,1.37366,5.99415,3.37171,0.62439
REM,0.00162,0.87415,5.86927,3.12195,0.74927
REM,0.00217,0.99902,5.86927,3.37171,0.74927
REM,0.00158,1.1239,5.99415,3.62146,0.62439
REM,0.00183,0.99902,5.86927,3.24683,0.49951
REM,0.00209,0.99902,5.74439,3.62146,0.62439
REM,0.00097,1.87317,6.61854,3.9961,1.37366
REM,0.00222,1.24878,5.74439,3.24683,0.74927
REM,0.00212,1.1239,5.99415,3.24683,0.87415
REM,0.002,0.74927,5.86927,2.99707,0.49951
REM,0.00109,1.62341,6.11902,3.74634,0.49951
REM,0.00183,0.87415,6.11902,2.8722,0.62439
REM,0.01345,0.62439,3.87122,1.49854,0.49951
REM,0.00132,1.37366,6.36878,3.37171,0.37463
REM,0.00126,1.24878,5.99415,3.62146,0.74927
REM,0.00231,1.24878,5.61951,2.99707,0.99902
REM,0.00211,0.74927,5.24488,2.74732,0.62439
REM,0.00345,0.74927,5.12,2.74732,0.62439
REM,0.00211,1.24878,5.61951,2.99707,0.49951
REM,0.0047,0.74927,5.24488,2.37268,0.62439
REM,0.05813,0.62439,3.24683,1.24878,0.74927
REM,0.00206,0.99902,5.74439,3.49659,0.49951
REM,0.00185,0.99902,5.74439,3.37171,0.37463
REM,0.00131,1.37366,6.2439,3.62146,0.37463
REM,0.00151,1.24878,5.86927,3.37171,0.49951
REM,0.00154,0.99902,5.86927,3.24683,0.62439
REM,0.00323,0.74927,5.12,2.49756,0.74927
REM,0.0015,1.24878,5.86927,3.37171,0.99902
REM,0.00185,1.24878,5.86927,3.24683,0.62439
REM,0.00161,0.99902,5.74439,3.24683,0.49951
REM,0.00171,0.74927,5.99415,2.99707,0.49951
REM,0.00216,0.87415,5.61951,3.49659,0.87415
REM,0.03556,0.62439,3.49659,1.24878,0.99902
REM,0.01271,0.62439,4.12098,1.49854,0.62439
REM,0.0016,2.12293,6.36878,3.74634,0.37463
REM,0.04252,0.49951,3.24683,0.99902,0.62439
NREM,0.00086,1.37366,6.86829,3.87122,0.37463
NREM,0.00091,1.37366,7.9922,3.87122,1.24878
NREM,0.00133,1.37366,5.49463,3.49659,0.24976
NREM,0.00117,1.24878,6.11902,3.62146,0.37463
NREM,0.00114,1.87317,5.86927,3.62146,0.37463
NREM,0.00175,1.49854,5.61951,3.37171,0.62439
NREM,0.00205,1.49854,5.49463,2.99707,0.37463
NREM,0.00328,0.99902,5.36976,3.12195,0.87415
NREM,0.002,1.62341,5.61951,3.62146,0.49951
NREM,0.00333,1.1239,5.86927,3.37171,0.99902
NREM,0.00362,0.49951,6.74341,2.12293,0.37463
NREM,0.00167,0.49951,6.74341,2.99707,0.49951
NREM,0.00098,1.24878,6.99317,3.9961,0.74927
NREM,0.00108,1.87317,6.49366,3.9961,0.99902
NREM,0.00144,1.62341,6.2439,3.87122,0.87415
NREM,0.00299,1.37366,4.99512,3.24683,0.74927
NREM,0.00251,1.74829,5.36976,3.49659,1.1239
NREM,0.00099,1.37366,6.99317,3.62146,0.62439
NREM,0.00319,1.24878,5.49463,3.37171,0.62439
NREM,0.00233,1.24878,5.61951,3.37171,0.49951
NREM,0.00311,1.24878,5.24488,3.49659,0.49951
NREM,0.00323,0.99902,5.74439,2.99707,0.62439
NREM,0.00247,1.74829,5.24488,3.62146,1.49854
NREM,0.00399,0.99902,5.12,2.74732,0.74927
NREM,0.00328,1.24878,5.49463,3.37171,0.99902
NREM,0.00439,1.1239,5.49463,3.24683,1.1239
NREM,0.00371,0.99902,4.99512,3.12195,0.62439
NREM,0.00335,1.49854,5.61951,3.87122,1.62341
NREM,0.00241,1.37366,5.36976,3.62146,0.62439
NREM,0.00228,1.49854,5.49463,3.37171,0.62439
NREM,0.0044,1.37366,5.12,3.12195,0.87415
NREM,0.00234,1.62341,5.61951,3.62146,0.62439
NREM,0.00238,1.37366,5.61951,3.62146,0.99902
NREM,0.00225,1.62341,5.74439,3.74634,0.49951
NREM,0.00385,1.1239,5.49463,3.37171,0.99902
NREM,0.0034,1.1239,5.12,2.99707,1.24878
NREM,0.00266,1.1239,5.99415,3.87122,0.62439
NREM,0.00564,1.49854,4.87024,3.62146,0.62439
NREM,0.00396,0.99902,5.36976,3.49659,0.62439
NREM,0.00616,1.37366,5.12,2.49756,1.37366
NREM,0.00275,1.37366,5.74439,3.62146,0.49951
NREM,0.00351,1.49854,5.36976,3.49659,1.24878
NREM,0.00376,1.37366,5.61951,3.49659,0.99902
NREM,0.00342,1.49854,5.86927,3.87122,1.1239
NREM,0.00466,1.62341,5.49463,3.24683,0.87415
NREM,0.00512,1.37366,5.36976,3.37171,0.74927
NREM,0.0044,1.49854,5.36976,3.87122,1.24878
NREM,0.00498,1.49854,5.61951,3.62146,0.99902
NREM,0.01454,0.99902,4.62049,2.37268,0.87415
NREM,0.00779,1.1239,4.87024,2.49756,0.99902
NREM,0.00626,1.49854,5.36976,3.87122,0.87415
NREM,0.00628,0.99902,5.74439,3.12195,0.87415
NREM,0.00698,0.99902,5.12,3.12195,0.74927
NREM,0.00503,1.74829,5.24488,3.49659,0.62439
NREM,0.00624,0.99902,5.49463,3.12195,0.74927
NREM,0.00745,1.24878,5.24488,3.62146,0.62439
NREM,0.00462,1.37366,5.61951,3.49659,1.1239
NREM,0.00748,1.37366,5.12,3.37171,1.37366
NREM,0.01051,0.99902,5.12,2.8722,0.87415
NREM,0.0066,1.1239,5.49463,3.12195,1.24878
NREM,0.00761,0.99902,4.99512,2.99707,0.49951
NREM,0.00533,1.49854,5.49463,3.24683,1.24878
NREM,0.00632,1.1239,5.49463,3.37171,0.49951
NREM,0.00523,1.24878,5.36976,3.12195,0.74927
NREM,0.00509,1.37366,5.49463,3.12195,0.74927
NREM,0.00805,0.99902,5.61951,2.8722,0.99902
NREM,0.00811,1.24878,5.24488,3.37171,0.74927
NREM,0.00961,0.99902,5.24488,2.74732,0.87415
NREM,0.00628,1.24878,5.61951,3.37171,0.74927
NREM,0.00879,0.99902,4.99512,3.12195,0.62439
NREM,0.00758,1.24878,5.24488,2.8722,0.87415
NREM,0.00799,1.1239,5.36976,2.8722,0.87415
NREM,0.00969,1.1239,5.36976,3.24683,1.1239
NREM,0.01449,0.99902,4.62049,2.37268,0.99902
NREM,0.00859,0.87415,5.36976,2.99707,0.62439
NREM,0.0079,0.99902,4.99512,2.74732,0.74927
NREM,0.00926,1.1239,5.24488,2.99707,0.62439
NREM,0.00897,0.87415,5.24488,2.62244,0.74927
NREM,0.01168,1.1239,4.99512,2.74732,1.1239
NREM,0.01215,1.1239,4.74537,2.62244,0.74927
NREM,0.00706,1.24878,5.36976,3.24683,1.24878
NREM,0.00724,1.24878,5.24488,3.12195,0.74927
NREM,0.0078,1.37366,5.12,3.37171,0.87415
NREM,0.00942,1.24878,4.87024,2.99707,0.74927
NREM,0.00633,1.1239,5.49463,3.24683,0.74927
NREM,0.00914,1.1239,4.99512,2.62244,0.87415
NREM,0.00848,1.1239,5.24488,2.8722,0.87415
NREM,0.00942,1.24878,4.99512,3.12195,0.87415
NREM,0.00846,1.1239,5.24488,3.12195,0.74927
NREM,0.00986,1.1239,4.99512,2.8722,0.87415
NREM,0.01014,1.24878,5.12,2.99707,0.74927
NREM,0.00791,1.1239,5.24488,2.8722,0.74927
NREM,0.00896,1.1239,4.87024,2.8722,0.99902
NREM,0.01356,0.99902,4.62049,2.37268,0.74927
NREM,0.01399,1.1239,4.37073,2.2478,0.99902
NREM,0.00486,1.62341,4.99512,3.12195,1.49854
NREM,0.0069,1.24878,5.24488,3.24683,0.62439
NREM,0.00771,0.99902,4.87024,2.49756,0.87415
NREM,0.00522,1.37366,5.36976,2.8722,0.99902
NREM,0.00551,1.1239,5.49463,2.8722,0.62439
NREM,0.00713,0.87415,5.74439,2.99707,0.62439
NREM,0.00695,1.24878,4.99512,3.12195,1.24878
NREM,0.005,0.87415,4.99512,2.62244,0.74927
NREM,0.01235,0.99902,4.62049,2.49756,1.24878
NREM,0.00356,1.37366,5.61951,3.49659,1.37366
NREM,0.00342,1.1239,5.61951,2.99707,1.24878
NREM,0.00547,0.74927,4.99512,3.12195,0.62439
NREM,0.00413,1.1239,5.74439,3.49659,0.87415
NREM,0.00249,1.1239,5.49463,2.8722,0.62439
NREM,0.00273,1.37366,5.36976,3.37171,1.37366
NREM,0.00241,1.49854,5.12,3.74634,0.74927
NREM,0.00476,1.62341,5.12,3.24683,0.62439
NREM,0.00397,1.99805,5.24488,3.49659,0.62439
NREM,0.00813,0.99902,4.74537,2.62244,0.99902
NREM,0.00491,1.24878,5.24488,3.24683,0.62439
NREM,0.00308,0.87415,5.36976,3.37171,0.62439
NREM,0.00432,0.87415,5.24488,2.8722,0.74927
NREM,0.00241,1.37366,5.49463,3.62146,0.62439
NREM,0.00651,1.74829,4.99512,3.12195,0.62439
NREM,0.0034,0.87415,5.36976,2.99707,0.74927
NREM,0.00415,1.87317,5.36976,3.49659,0.74927
NREM,0.00701,1.74829,5.24488,3.37171,0.62439
NREM,0.0028,1.99805,5.99415,3.62146,2.12293
NREM,0.00449,1.1239,4.87024,2.8722,1.1239
NREM,0.00516,1.49854,5.61951,3.49659,1.1239
NREM,0.00311,1.62341,5.74439,3.62146,2.2478
NREM,0.00292,2.12293,6.2439,3.74634,0.49951
NREM,0.00299,1.49854,5.49463,3.37171,0.99902
NREM,0.00419,1.99805,5.36976,3.62146,2.37268
REM,0.00302,2.12293,6.11902,4.37073,2.37268
REM,0.00188,1.87317,5.99415,4.24585,0.62439
REM,0.00185,1.37366,5.99415,3.62146,0.87415
REM,0.00219,2.12293,6.2439,4.12098,2.12293
REM,0.00196,1.1239,6.2439,3.49659,0.62439
REM,0.00254,2.12293,5.61951,3.49659,2.37268
REM,0.00169,1.87317,5.49463,3.87122,0.49951
REM,0.00147,1.1239,5.99415,3.49659,0.37463
REM,0.00188,1.1239,5.86927,3.49659,0.49951
REM,0.00222,1.74829,5.49463,3.62146,0.37463
REM,0.0027,2.12293,5.99415,3.74634,0.49951
NREM,0.00767,0.37463,5.36976,1.1239,0.37463
REM,0.00462,0.74927,5.24488,2.8722,0.37463
REM,0.00202,1.37366,6.2439,3.74634,0.37463
REM,0.00219,1.74829,5.36976,3.87122,1.74829
REM,0.00176,2.37268,6.36878,4.99512,2.49756
REM,0.00363,1.49854,5.49463,2.8722,0.62439
REM,0.0015,1.49854,6.2439,3.62146,0.74927
REM,0.00229,1.62341,5.74439,3.62146,0.37463
REM,0.002,1.37366,5.74439,3.74634,0.62439
REM,0.00192,1.62341,6.11902,3.62146,0.49951
REM,0.00145,1.1239,6.49366,3.9961,0.62439
REM,0.00322,1.37366,5.49463,2.99707,0.49951
REM,0.00163,1.37366,5.99415,3.74634,0.37463
REM,0.00603,1.24878,4.74537,2.12293,1.37366
REM,0.00133,1.37366,6.2439,3.74634,1.24878
REM,0.04785,1.24878,3.49659,1.74829,1.37366
REM,0.00204,0.62439,6.36878,3.12195,0.12488
REM,0.0015,1.24878,5.99415,3.49659,0.49951
REM,0.00137,1.62341,6.11902,4.12098,0.62439
REM,0.0018,1.1239,5.74439,3.49659,0.62439
REM,0.00159,1.24878,5.86927,3.37171,0.37463
REM,0.10232,0.74927,3.24683,1.37366,0.62439
NREM,0.14522,0.74927,2.99707,1.62341,0.74927
REM,0.00151,1.49854,6.11902,3.49659,0.74927
REM,0.00177,1.24878,6.11902,3.74634,0.87415
REM,0.00177,1.87317,6.2439,3.9961,1.49854
REM,0.00161,1.62341,5.74439,3.74634,1.74829
REM,0.00196,1.74829,6.49366,3.9961,0.74927
REM,0.00189,1.62341,6.2439,3.87122,0.49951
REM,0.00162,1.37366,5.99415,3.49659,0.74927
REM,0.00438,0.74927,5.12,2.62244,0.74927
REM,0.0021,1.62341,5.74439,3.49659,1.1239
REM,0.0203,0.49951,4.12098,1.1239,0.49951
REM,0.00166,0.87415,6.2439,3.74634,0.49951
REM,0.00191,1.87317,6.11902,4.12098,0.74927
REM,0.00228,1.24878,5.49463,3.62146,0.37463
NREM,0.22712,0.87415,3.37171,1.99805,0.87415
REM,0.0022,1.49854,5.86927,3.62146,0.62439
REM,0.00283,1.49854,5.24488,3.49659,1.1239
REM,0.00331,0.74927,5.99415,3.49659,0.37463
REM,0.00173,1.49854,5.86927,3.49659,0.49951
REM,0.00156,1.49854,5.99415,3.74634,1.37366
NREM,0.00575,1.1239,5.24488,3.37171,0.99902
NREM,0.00357,1.49854,5.49463,3.87122,0.74927
NREM,0.00982,1.24878,4.37073,1.99805,1.1239
NREM,0.00474,0.99902,5.24488,2.99707,0.62439
NREM,0.01725,0.62439,3.87122,1.1239,0.62439
NREM,0.00189,1.62341,6.11902,3.87122,0.99902
NREM,0.00431,1.24878,5.36976,2.8722,0.49951
NREM,0.00212,0.62439,5.74439,2.74732,0.37463
NREM,0.002,1.24878,5.61951,3.49659,0.62439
NREM,0.0031,1.37366,5.36976,2.62244,0.49951
NREM,0.00412,1.1239,5.12,2.8722,0.74927
NREM,0.00777,1.1239,4.37073,2.37268,0.99902
NREM,0.00623,0.99902,5.12,2.49756,0.62439
NREM,0.0057,1.1239,4.87024,2.62244,0.87415
NREM,0.00332,0.99902,5.49463,3.49659,0.74927
NREM,0.00468,0.99902,4.74537,2.8722,0.49951
NREM,0.00646,1.24878,5.24488,2.99707,0.62439
NREM,0.0059,1.37366,4.99512,3.12195,0.99902
NREM,0.27513,0.49951,3.12195,1.24878,0.49951
NREM,0.00362,1.37366,5.36976,2.74732,1.37366
NREM,0.00678,0.87415,4.62049,2.2478,0.74927
NREM,0.00503,1.37366,5.36976,2.8722,1.37366
NREM,0.00466,1.24878,5.12,3.12195,0.87415
NREM,0.00728,0.87415,5.36976,2.37268,0.62439
NREM,0.00245,0.62439,5.49463,2.12293,0.62439
NREM,0.00196,0.62439,6.61854,2.49756,0.37463
NREM,0.00244,0.62439,6.49366,2.74732,0.37463
NREM,0.00347,0.62439,6.11902,2.2478,0.37463
NREM,0.00232,0.87415,5.61951,2.62244,0.62439
NREM,0.00102,1.49854,6.49366,3.62146,0.62439
NREM,0.00092,1.49854,6.86829,3.74634,0.49951
NREM,0.00144,0.87415,6.36878,3.62146,0.37463
NREM,0.0015,1.37366,6.2439,3.74634,0.49951
NREM,0.00231,1.24878,6.2439,3.62146,0.37463
NREM,0.00276,2.12293,5.74439,3.62146,2.8722
NREM,0.00272,1.99805,5.61951,3.49659,0.49951
NREM,0.00314,1.99805,5.61951,3.62146,1.37366
NREM,0.00294,1.99805,5.74439,3.62146,2.37268
NREM,0.00338,1.74829,5.49463,3.62146,1.37366
REM,0.00435,1.87317,5.61951,3.49659,2.49756
NREM,0.00186,0.62439,9.86537,2.74732,0.49951
REM,0.0016,1.74829,6.2439,4.12098,0.62439
REM,0.00411,2.37268,5.61951,3.74634,2.62244
NREM,0.00542,0.87415,5.12,1.99805,0.87415
REM,0.00285,2.12293,5.49463,3.74634,1.49854
NREM,0.00132,1.1239,7.11805,3.62146,0.49951
NREM,0.00225,2.12293,5.99415,3.87122,0.49951
REM,0.00881,0.62439,5.61951,1.74829,0.49951
REM,0.00129,1.62341,6.61854,3.62146,0.37463
REM,0.00209,1.49854,5.86927,3.62146,1.1239
NREM,0.00436,1.87317,5.24488,3.37171,1.99805
NREM,0.01311,0.49951,4.62049,1.24878,0.49951
NREM,0.00158,1.37366,6.2439,4.12098,0.62439
REM,0.0029,2.12293,5.61951,3.49659,2.74732
REM,0.00239,1.49854,5.99415,3.62146,0.99902
REM,0.00167,1.37366,6.36878,3.87122,1.24878
REM,0.00367,0.99902,6.74341,2.99707,0.87415
REM,0.00194,1.62341,6.2439,3.62146,1.1239
REM,0.00214,1.62341,6.11902,3.49659,0.87415
REM,0.00198,1.37366,5.61951,3.74634,0.49951
REM,0.00204,1.37366,5.99415,3.74634,0.62439
REM,0.00654,0.49951,4.74537,2.2478,0.37463
REM,0.05416,0.24976,3.62146,0.49951,0.37463
REM,0.00164,1.1239,6.36878,3.49659,0.49951
REM,0.00154,1.74829,6.11902,3.9961,1.1239
REM,0.00188,1.24878,6.2439,3.24683,0.49951
REM,0.00184,1.74829,5.74439,3.37171,1.74829
REM,0.00117,1.49854,6.99317,4.12098,0.74927
REM,0.00157,1.49854,6.61854,3.74634,0.99902
REM,0.00759,0.87415,4.99512,1.87317,0.99902
REM,0.00176,1.62341,6.11902,3.37171,0.87415
REM,0.00175,1.24878,6.2439,3.37171,0.49951
REM,0.00302,0.87415,5.49463,3.12195,0.49951
REM,0.00199,1.24878,6.2439,3.49659,0.87415
REM,0.00705,0.74927,5.24488,2.62244,0.74927
REM,0.02192,0.62439,3.49659,1.37366,0.62439
REM,0.00152,1.62341,6.61854,3.87122,0.49951
REM,0.00227,1.62341,5.74439,3.62146,1.62341
REM,0.00178,1.62341,6.11902,3.62146,0.49951
REM,0.00347,1.74829,5.49463,3.49659,2.8722
REM,0.00156,1.87317,5.86927,3.62146,0.74927
NREM,0.00251,1.37366,5.86927,3.49659,0.49951
NREM,0.00251,1.24878,5.86927,3.62146,0.62439
NREM,0.00653,0.87415,6.36878,2.99707,0.49951
NREM,0.00324,0.49951,5.86927,3.12195,0.37463
NREM,0.00374,1.1239,5.61951,3.24683,0.87415
NREM,0.01243,0.49951,4.87024,1.99805,0.49951
NREM,0.00242,1.49854,5.74439,3.74634,0.99902
NREM,0.00265,1.62341,5.49463,3.49659,0.62439
NREM,0.0036,1.49854,5.36976,3.37171,0.87415
NREM,0.00217,1.87317,6.11902,3.9961,0.74927
NREM,0.00364,1.37366,5.36976,3.37171,1.62341
NREM,0.00405,1.74829,5.36976,3.49659,0.87415
NREM,0.00615,1.37366,5.12,2.99707,1.24878
NREM,0.00461,1.87317,5.12,3.24683,0.62439
NREM,0.005,1.37366,5.24488,3.49659,0.62439
NREM,0.00425,1.62341,5.24488,3.37171,0.62439
NREM,0.00361,1.74829,5.36976,3.49659,1.24878
NREM,0.00544,1.37366,5.12,3.24683,0.99902
NREM,0.00846,1.24878,4.74537,2.74732,1.1239
NREM,0.00755,1.1239,5.24488,2.99707,0.99902
NREM,0.00488,1.49854,5.12,3.12195,1.37366
NREM,0.00965,1.24878,4.74537,2.8722,1.1239
NREM,0.00623,1.62341,4.99512,3.37171,1.74829
NREM,0.00666,1.37366,4.87024,2.8722,1.24878
NREM,0.00855,1.49854,4.87024,2.99707,0.99902
