Sleep_Stage,MeanP_Alpha_C4,MedianF_Alpha_C4,MeanF_Alpha_C4,Spectral Edge_Alpha_C4,PeakF_Alpha_C4
NREM,0.00068,9.61561,14.2361,13.61171,9.86537
NREM,0.00055,9.24098,15.11024,14.61073,9.1161
NREM,0.00062,8.99122,15.11024,14.61073,8.61659
NREM,0.00061,9.61561,14.86049,14.48585,7.9922
NREM,0.0006,10.11512,14.48585,14.36098,10.61463
NREM,0.00064,9.49073,14.61073,14.2361,9.24098
NREM,0.00094,8.99122,13.73659,13.36195,8.74146
NREM,0.00063,9.36585,14.11122,13.36195,9.86537
NREM,0.00074,9.86537,14.61073,14.11122,8.11707
NREM,0.0007,9.24098,14.2361,13.48683,9.36585
NREM,0.00092,9.74049,14.11122,13.86146,10.86439
NREM,0.00056,9.36585,14.86049,14.2361,11.3639
NREM,0.00073,9.1161,14.11122,13.73659,9.1161
NREM,0.0007,8.74146,14.2361,13.73659,6.86829
NREM,0.00076,9.61561,14.36098,14.11122,8.49171
NREM,0.0006,8.99122,14.48585,14.11122,8.11707
NREM,0.00056,8.86634,14.36098,13.61171,8.36683
NREM,0.00088,9.24098,14.48585,13.73659,6.86829
NREM,0.00072,9.49073,14.2361,13.73659,8.24195
NREM,0.00056,9.36585,14.98537,14.61073,7.24293
NREM,0.00072,8.74146,13.61171,12.86244,7.86732
NREM,0.00067,9.36585,14.73561,14.36098,7.86732
NREM,0.00049,8.86634,15.11024,14.36098,8.61659
NREM,0.00093,9.24098,14.36098,13.73659,8.11707
NREM,0.00064,9.36585,14.86049,14.36098,8.49171
NREM,0.00074,9.24098,14.86049,14.2361,8.36683
NREM,0.00076,9.86537,14.73561,14.11122,10.24
NREM,0.00069,9.49073,14.48585,13.98634,9.61561
NREM,0.00065,9.86537,14.48585,13.86146,7.9922
NREM,0.00082,8.99122,14.36098,13.48683,11.23902
NREM,0.00066,9.24098,14.48585,13.98634,10.48976
NREM,0.00343,8.86634,14.61073,13.48683,7.86732
NREM,0.00289,8.49171,14.73561,13.61171,7.49268
NREM,0.00476,8.74146,14.36098,13.48683,7.49268
NREM,0.00246,9.1161,15.48488,14.2361,10.73951
NREM,0.00306,8.74146,14.36098,13.36195,8.36683
NREM,0.00372,9.1161,13.48683,12.61268,10.24
NREM,0.00424,8.86634,14.36098,13.48683,8.36683
NREM,0.00179,8.74146,14.61073,13.73659,7.74244
NREM,0.00411,8.99122,14.11122,13.36195,8.11707
NREM,0.00358,9.49073,13.61171,12.36293,9.86537
NREM,0.00467,9.36585,13.61171,12.98732,9.49073
NREM,0.00282,9.36585,13.98634,13.36195,8.49171
NREM,0.00498,9.24098,13.36195,12.23805,9.36585
NREM,0.00441,8.99122,13.36195,12.4878,8.49171
NREM,0.00273,8.86634,13.86146,12.86244,9.61561
NREM,0.00286,8.99122,13.36195,12.11317,9.36585
NREM,0.0051,8.74146,12.73756,11.98829,7.9922
NREM,0.00341,9.1161,12.4878,11.86341,9.99024
NREM,0.0044,8.61659,13.1122,12.23805,8.36683
NREM,0.003,8.61659,12.73756,11.3639,8.99122
NREM,0.00278,8.86634,12.98732,12.23805,8.61659
NREM,0.00402,8.86634,12.73756,11.98829,9.1161
NREM,0.00403,9.1161,13.61171,13.36195,8.49171
NREM,0.00339,8.86634,12.11317,11.3639,9.49073
NREM,0.00608,8.61659,11.48878,10.86439,9.24098
NREM,0.00359,8.86634,13.1122,12.4878,8.24195
NREM,0.00356,9.24098,13.1122,11.98829,9.36585
NREM,0.00379,8.99122,12.11317,11.3639,9.49073
NREM,0.00546,8.74146,12.11317,11.11415,9.24098
NREM,0.00344,8.86634,12.23805,11.11415,8.74146
NREM,0.00454,8.99122,12.86244,11.98829,9.24098
NREM,0.00334,8.74146,12.4878,11.61366,9.86537
NREM,0.00406,8.99122,12.23805,11.23902,9.61561
NREM,0.00421,8.86634,11.73854,11.11415,8.86634
NREM,0.00422,8.61659,11.73854,10.98927,8.49171
NREM,0.00302,8.49171,12.86244,11.48878,8.99122
NREM,0.00351,8.86634,12.86244,11.73854,9.1161
NREM,0.00364,8.86634,12.61268,11.61366,9.36585
NREM,0.0042,8.74146,11.98829,11.3639,8.74146
NREM,0.00361,8.61659,11.48878,10.48976,8.99122
NREM,0.00424,8.86634,12.11317,11.23902,9.1161
NREM,0.00478,9.36585,11.48878,10.86439,9.86537
NREM,0.00437,8.86634,11.3639,10.73951,9.49073
NREM,0.00453,8.74146,11.3639,10.73951,9.86537
NREM,0.00484,8.86634,11.3639,10.48976,9.1161
NREM,0.00461,8.86634,13.23707,11.86341,9.49073
NREM,0.00307,8.24195,13.36195,12.36293,8.36683
NREM,0.0028,8.61659,14.2361,13.86146,7.86732
NREM,0.0036,8.74146,13.48683,12.23805,8.74146
NREM,0.00343,8.74146,13.23707,11.73854,9.61561
NREM,0.00392,8.86634,13.23707,12.11317,8.86634
NREM,0.00441,8.99122,12.23805,11.11415,9.24098
NREM,0.00393,8.74146,13.1122,11.73854,8.86634
NREM,0.00417,8.86634,11.61366,11.11415,9.49073
NREM,0.00433,8.74146,11.98829,10.86439,8.74146
NREM,0.00477,8.99122,12.11317,10.98927,9.24098
NREM,0.00434,8.74146,12.11317,10.98927,9.24098
NREM,0.0041,8.99122,11.48878,10.61463,9.24098
NREM,0.00481,9.1161,11.61366,10.61463,9.49073
NREM,0.00536,8.99122,11.11415,10.24,9.49073
NREM,0.0048,8.86634,11.48878,10.48976,8.99122
NREM,0.00446,8.86634,11.11415,10.11512,9.1161
NREM,0.00487,8.61659,11.23902,10.24,8.86634
NREM,0.00433,8.86634,11.3639,10.24,9.1161
NREM,0.00516,8.61659,10.86439,10.24,8.74146
NREM,0.00398,8.36683,11.3639,10.36488,7.9922
NREM,0.00356,8.99122,11.73854,10.73951,9.61561
NREM,0.00474,8.74146,10.86439,10.11512,9.24098
NREM,0.00653,9.24098,15.60976,14.11122,8.99122
NREM,0.00297,8.24195,14.86049,13.23707,8.24195
NREM,0.00239,8.49171,13.98634,12.4878,9.36585
NREM,0.00285,8.86634,13.36195,12.11317,9.1161
NREM,0.00327,8.99122,13.73659,12.98732,9.86537
NREM,0.00345,8.61659,12.86244,11.48878,9.24098
NREM,0.00413,8.86634,12.4878,10.98927,9.49073
NREM,0.00437,8.74146,12.61268,11.3639,8.74146
NREM,0.00451,8.99122,11.48878,10.36488,9.1161
NREM,0.00453,8.61659,11.61366,10.61463,9.24098
NREM,0.00408,8.49171,11.23902,10.36488,9.24098
NREM,0.00421,8.86634,11.11415,10.61463,9.36585
NREM,0.00442,8.86634,11.23902,10.36488,9.24098
NREM,0.0044,8.74146,11.11415,10.36488,9.24098
NREM,0.00515,8.86634,10.86439,10.11512,9.1161
NREM,0.00438,8.74146,10.86439,10.36488,9.1161
NREM,0.00464,8.74146,10.98927,10.24,8.99122
NREM,0.00473,8.74146,11.11415,10.24,9.1161
NREM,0.00526,8.61659,10.73951,10.24,8.86634
NREM,0.00429,8.61659,10.61463,10.11512,9.1161
NREM,0.00419,8.74146,10.98927,10.48976,9.49073
NREM,0.00276,8.61659,11.48878,10.86439,9.74049
NREM,0.00278,7.61756,13.61171,11.86341,7.3678
NREM,0.00339,7.9922,12.98732,11.73854,6.11902
NREM,0.00404,7.9922,13.23707,12.11317,7.49268
NREM,0.00332,8.49171,13.1122,12.11317,6.2439
NREM,0.00384,8.49171,13.23707,12.23805,9.36585
NREM,0.00328,8.36683,13.1122,11.86341,6.61854
NREM,0.00308,8.74146,13.23707,12.11317,8.11707
NREM,0.00493,8.49171,11.98829,11.11415,8.74146
NREM,0.00299,8.61659,13.48683,12.11317,7.86732
NREM,0.00338,7.86732,12.4878,11.86341,7.3678
NREM,0.0027,8.24195,13.36195,12.11317,8.86634
NREM,0.00436,8.49171,13.23707,12.11317,8.74146
NREM,0.0025,7.9922,13.36195,11.86341,6.74341
NREM,0.00364,8.36683,12.73756,11.73854,9.36585
NREM,0.004,7.74244,13.23707,11.98829,7.86732
NREM,0.00446,8.49171,12.36293,11.11415,9.74049
NREM,0.0046,8.11707,12.86244,11.86341,9.86537
NREM,0.0036,8.61659,12.61268,11.61366,9.1161
REM,0.00199,7.86732,13.1122,12.23805,6.49366
REM,0.00254,8.86634,12.98732,11.98829,9.61561
REM,0.00157,7.86732,12.98732,11.86341,7.61756
REM,0.00328,8.11707,12.61268,11.61366,6.61854
REM,0.00178,8.24195,13.23707,12.11317,7.3678
REM,0.00185,7.74244,12.98732,12.23805,6.99317
REM,0.00216,8.11707,12.73756,11.23902,9.36585
REM,0.00141,7.9922,13.61171,12.4878,7.11805
REM,0.00205,8.36683,13.61171,12.61268,6.86829
NREM,0.00238,7.3678,13.1122,11.98829,6.86829
NREM,0.00237,7.9922,12.86244,11.61366,7.11805
NREM,0.00271,8.11707,12.61268,11.61366,6.86829
NREM,0.00277,7.74244,12.73756,11.73854,6.49366
REM,0.00229,8.49171,13.36195,12.23805,9.24098
REM,0.00188,7.9922,13.23707,12.4878,7.86732
REM,0.00145,7.86732,12.98732,12.11317,6.86829
REM,0.00165,7.74244,13.1122,11.86341,6.74341
REM,0.00134,7.61756,13.23707,11.98829,7.11805
REM,0.00238,8.11707,12.23805,11.3639,7.49268
REM,0.00134,7.86732,13.23707,12.11317,6.2439
REM,0.00179,8.49171,12.98732,11.98829,9.36585
REM,0.00176,8.86634,13.61171,12.73756,10.24
REM,0.00189,8.49171,12.98732,11.98829,6.61854
REM,0.00127,7.74244,12.86244,11.86341,7.24293
REM,0.00176,8.36683,13.48683,12.61268,9.49073
REM,0.00219,8.24195,12.86244,11.86341,6.86829
REM,0.00146,8.24195,12.98732,12.11317,8.99122
REM,0.00153,8.36683,12.86244,12.11317,6.74341
REM,0.00138,7.9922,13.48683,12.36293,7.3678
REM,0.00202,8.61659,13.1122,12.23805,9.49073
REM,0.00184,8.11707,12.86244,12.11317,6.99317
REM,0.0015,7.49268,13.36195,11.73854,7.24293
REM,0.00242,8.11707,12.73756,11.98829,6.36878
REM,0.00171,7.9922,13.23707,12.23805,7.9922
REM,0.00234,7.74244,13.36195,12.11317,6.74341
REM,0.00215,7.86732,12.73756,11.61366,6.99317
REM,0.00196,7.9922,13.36195,12.23805,8.74146
REM,0.00232,8.24195,14.36098,13.36195,6.61854
REM,0.00185,7.49268,12.86244,11.73854,6.86829
REM,0.00163,8.11707,13.23707,11.86341,6.99317
REM,0.00154,8.24195,12.86244,11.98829,6.74341
REM,0.00164,8.24195,13.73659,12.23805,6.2439
REM,0.00131,8.24195,13.1122,11.73854,7.9922
REM,0.00192,8.74146,12.73756,12.11317,8.86634
REM,0.00175,8.11707,13.1122,12.11317,6.74341
REM,0.00261,7.74244,12.61268,11.61366,6.49366
REM,0.00156,7.49268,12.98732,11.3639,7.49268
REM,0.00203,8.11707,12.73756,11.61366,9.36585
REM,0.00175,7.74244,12.86244,11.98829,7.61756
REM,0.0013,7.9922,13.48683,12.36293,7.11805
REM,0.00115,8.11707,14.11122,12.61268,7.74244
REM,0.00165,8.24195,12.86244,11.61366,6.99317
REM,0.002,7.61756,12.98732,11.86341,7.3678
REM,0.00151,7.49268,12.61268,11.61366,6.86829
REM,0.0021,8.61659,13.1122,12.23805,9.36585
REM,0.00096,7.9922,13.98634,13.1122,7.3678
REM,0.00153,7.9922,13.1122,11.98829,6.49366
REM,0.00173,7.9922,12.86244,11.98829,6.99317
REM,0.00273,8.36683,12.98732,11.73854,6.99317
REM,0.00122,8.11707,13.73659,12.4878,6.86829
REM,0.00124,7.86732,12.98732,11.86341,7.11805
REM,0.00159,8.11707,13.23707,12.11317,7.61756
REM,0.00131,8.49171,12.98732,11.98829,8.61659
REM,0.00138,7.9922,13.1122,11.86341,7.74244
REM,0.00149,8.36683,12.98732,12.11317,9.36585
REM,0.00131,8.24195,13.73659,12.73756,6.49366
REM,0.00196,7.86732,13.23707,12.36293,6.61854
NREM,0.0022,7.86732,13.73659,12.73756,6.61854
NREM,0.00216,7.49268,12.61268,11.3639,6.86829
REM,0.0013,7.61756,12.61268,11.61366,7.49268
REM,0.00121,8.11707,13.48683,12.23805,7.49268
REM,0.002,8.36683,13.98634,12.98732,6.36878
NREM,0.00218,8.36683,13.1122,11.98829,9.49073
NREM,0.00148,8.24195,13.36195,12.23805,7.86732
REM,0.0023,7.24293,12.4878,11.48878,6.49366
REM,0.00274,7.49268,12.61268,11.61366,7.3678
REM,0.00157,7.61756,13.23707,12.11317,6.61854
REM,0.00173,7.74244,12.61268,11.73854,7.86732
REM,0.00149,7.61756,13.36195,11.98829,7.74244
REM,0.00152,7.3678,12.86244,11.11415,6.74341
REM,0.00253,8.61659,13.1122,12.36293,9.24098
REM,0.00197,7.74244,12.73756,11.73854,7.11805
REM,0.00181,8.11707,13.1122,12.23805,7.24293
NREM,0.00257,7.86732,13.48683,11.48878,6.74341
NREM,0.00216,7.86732,13.1122,12.4878,6.61854
NREM,0.00196,7.9922,13.23707,12.61268,6.74341
NREM,0.00244,8.11707,13.61171,12.36293,8.11707
NREM,0.00207,8.11707,13.1122,11.98829,6.99317
NREM,0.00284,8.49171,16.23415,14.86049,6.74341
NREM,0.00197,8.36683,14.86049,13.86146,6.86829
NREM,0.00209,7.9922,14.48585,12.86244,6.74341
NREM,0.00215,8.36683,14.36098,13.36195,7.24293
NREM,0.00322,8.99122,13.61171,12.61268,9.74049
NREM,0.00278,8.36683,14.2361,12.98732,7.11805
NREM,0.00218,7.49268,13.23707,11.86341,6.86829
NREM,0.00324,8.11707,12.86244,11.98829,6.86829
NREM,0.00209,8.49171,13.1122,12.4878,9.74049
NREM,0.0029,8.49171,12.86244,12.23805,6.86829
NREM,0.00241,8.36683,12.98732,11.86341,7.61756
NREM,0.00276,8.74146,13.36195,12.36293,9.36585
NREM,0.00204,8.49171,12.86244,11.98829,8.61659
NREM,0.00277,8.61659,13.1122,11.98829,8.86634
NREM,0.00289,9.1161,12.4878,11.73854,9.24098
NREM,0.0028,8.36683,12.73756,11.86341,8.36683
NREM,0.00272,8.24195,13.23707,12.36293,7.74244
NREM,0.00244,8.49171,12.73756,11.61366,8.99122
NREM,0.00274,8.61659,11.98829,11.3639,9.49073
NREM,0.00281,8.61659,13.36195,12.11317,9.1161
NREM,0.00285,8.61659,13.1122,12.23805,8.61659
NREM,0.00225,8.61659,12.73756,11.73854,7.49268
NREM,0.00279,8.61659,12.23805,11.48878,7.74244
NREM,0.00246,7.9922,12.86244,11.61366,7.74244
NREM,0.00267,8.49171,12.36293,11.48878,8.61659
NREM,0.00277,8.49171,13.36195,12.73756,7.9922
NREM,0.00203,8.61659,12.23805,11.48878,8.86634
NREM,0.00367,8.61659,12.4878,11.98829,9.61561
NREM,0.00321,8.24195,12.23805,11.23902,9.36585
NREM,0.00271,8.49171,12.98732,11.98829,8.61659
NREM,0.0032,9.24098,12.73756,11.86341,9.74049
NREM,0.0035,8.49171,12.23805,11.11415,8.86634
NREM,0.00224,8.74146,13.23707,11.73854,8.61659
NREM,0.00333,8.36683,11.98829,10.98927,8.24195
NREM,0.00266,8.49171,12.86244,11.61366,7.24293
NREM,0.00292,8.36683,11.61366,10.73951,8.36683
NREM,0.00285,8.49171,12.11317,11.3639,8.99122
NREM,0.00278,8.74146,13.36195,12.23805,8.99122
NREM,0.00318,8.49171,13.1122,11.86341,8.49171
NREM,0.00224,8.49171,12.23805,11.3639,9.24098
NREM,0.00334,8.99122,12.11317,10.86439,8.99122
NREM,0.00362,8.99122,11.23902,10.48976,9.24098
NREM,0.00308,8.61659,12.23805,11.48878,8.61659
NREM,0.00233,8.61659,11.48878,10.86439,9.1161
NREM,0.00267,8.61659,12.23805,11.23902,9.49073
NREM,0.00311,8.74146,12.11317,11.11415,9.24098
NREM,0.00336,8.86634,11.23902,10.48976,9.24098
NREM,0.00247,8.61659,11.73854,10.86439,9.24098
NREM,0.00338,8.86634,11.48878,10.86439,8.99122
NREM,0.00299,8.74146,11.11415,10.24,9.74049
NREM,0.00248,8.86634,11.61366,10.73951,9.61561
NREM,0.00307,8.74146,11.23902,10.48976,9.24098
NREM,0.0032,8.86634,11.23902,10.61463,9.24098
NREM,0.00361,8.74146,10.98927,10.24,9.24098
NREM,0.00351,8.99122,11.23902,10.24,9.49073
NREM,0.00334,8.61659,11.48878,10.61463,9.1161
NREM,0.00292,8.74146,11.11415,10.61463,8.74146
NREM,0.00381,8.74146,10.61463,9.99024,8.86634
NREM,0.00307,8.61659,11.86341,10.98927,9.24098
NREM,0.00353,8.36683,10.73951,10.11512,9.36585
NREM,0.00303,8.74146,11.11415,10.61463,8.74146
NREM,0.0037,8.74146,10.48976,9.86537,9.24098
NREM,0.00359,8.61659,11.11415,10.36488,8.99122
NREM,0.00321,8.61659,10.98927,10.36488,8.74146
NREM,0.00352,8.61659,10.98927,10.36488,9.24098
NREM,0.00346,8.61659,10.86439,10.24,9.24098
NREM,0.00346,8.61659,11.23902,10.48976,9.24098
NREM,0.0033,8.24195,10.86439,10.24,9.1161
NREM,0.00329,8.74146,10.86439,10.11512,8.99122
NREM,0.00322,8.74146,10.98927,10.36488,9.24098
NREM,0.00356,8.74146,11.23902,10.48976,9.24098
NREM,0.0024,8.36683,11.48878,10.11512,8.86634
NREM,0.00286,8.36683,11.61366,10.61463,8.74146
NREM,0.0032,8.36683,10.86439,9.86537,9.1161
NREM,0.00299,8.74146,10.98927,10.36488,9.1161
NREM,0.00305,8.74146,11.73854,10.73951,9.49073
NREM,0.00272,8.61659,11.23902,10.48976,9.1161
NREM,0.00324,8.61659,10.61463,10.11512,9.24098
NREM,0.00429,8.49171,10.73951,10.11512,8.49171
NREM,0.00345,8.99122,10.86439,10.11512,9.24098
NREM,0.00341,8.49171,10.86439,10.11512,8.99122
NREM,0.00355,8.86634,10.73951,10.11512,9.1161
NREM,0.00332,8.36683,10.98927,10.11512,9.24098
NREM,0.00303,8.74146,11.48878,10.48976,9.24098
NREM,0.00372,8.74146,10.86439,10.11512,9.49073
NREM,0.00212,7.74244,12.11317,10.98927,8.86634
NREM,0.00221,8.74146,12.73756,11.48878,9.1161
NREM,0.00467,9.61561,17.73268,16.60878,9.1161
NREM,0.00193,7.74244,12.98732,11.61366,8.99122
NREM,0.00341,8.36683,17.35805,16.60878,8.11707
NREM,0.00227,7.9922,12.4878,11.23902,8.74146
NREM,0.00236,8.36683,13.23707,11.73854,9.24098
NREM,0.00223,7.74244,12.73756,11.3639,7.86732
NREM,0.00201,7.9922,12.4878,11.3639,9.1161
NREM,0.00294,7.61756,11.86341,11.11415,8.36683
NREM,0.00203,7.86732,11.98829,10.98927,9.24098
NREM,0.00204,7.86732,12.36293,11.48878,9.24098
NREM,0.00254,7.86732,13.1122,11.86341,8.24195
NREM,0.00197,8.24195,12.23805,10.86439,8.86634
NREM,0.00209,8.24195,12.61268,11.3639,9.1161
NREM,0.00245,8.24195,12.23805,11.23902,8.36683
NREM,0.00279,8.61659,11.73854,10.86439,8.86634
NREM,0.00257,8.61659,12.11317,11.11415,9.1161
NREM,0.00213,8.36683,12.23805,11.23902,8.11707
NREM,0.00241,7.86732,13.1122,11.23902,8.99122
NREM,0.00237,8.61659,11.23902,10.61463,9.1161
NREM,0.00337,8.36683,10.98927,10.36488,8.61659
NREM,0.00259,8.49171,11.3639,10.61463,8.61659
NREM,0.00263,8.61659,11.23902,10.36488,8.99122
NREM,0.00299,8.61659,11.3639,10.48976,8.86634
NREM,0.00322,8.24195,11.3639,10.61463,9.24098
NREM,0.00267,8.61659,10.73951,10.11512,9.1161
NREM,0.00281,8.49171,11.23902,10.61463,9.61561
NREM,0.00273,8.36683,11.3639,10.48976,8.99122
NREM,0.00289,8.61659,11.23902,10.36488,9.1161
NREM,0.00332,8.36683,10.86439,10.24,9.1161
NREM,0.00183,7.49268,12.36293,10.98927,8.99122
NREM,0.00209,8.99122,13.73659,13.1122,9.49073
NREM,0.00227,8.24195,11.61366,10.98927,9.1161
NREM,0.00239,8.74146,11.73854,10.86439,8.99122
NREM,0.00221,8.24195,11.48878,10.48976,8.49171
NREM,0.00227,7.74244,11.61366,10.61463,7.24293
NREM,0.00232,7.9922,11.98829,10.98927,9.24098
NREM,0.00227,8.36683,11.98829,10.98927,8.74146
NREM,0.00284,8.74146,11.61366,10.73951,9.36585
NREM,0.00268,8.61659,11.3639,10.48976,8.99122
NREM,0.003,8.61659,14.11122,12.98732,8.74146
NREM,0.00413,9.74049,16.73366,15.85951,10.36488
NREM,0.00232,8.11707,12.61268,11.11415,8.99122
NREM,0.00194,7.86732,13.36195,11.86341,8.36683
NREM,0.00232,8.36683,11.86341,10.98927,8.86634
NREM,0.00378,8.36683,12.36293,11.23902,8.61659
NREM,0.00371,8.49171,14.48585,13.36195,9.1161
NREM,0.00353,7.9922,12.4878,11.61366,9.24098
NREM,0.00375,8.11707,12.4878,11.61366,7.11805
NREM,0.00246,7.86732,12.73756,11.23902,6.49366
NREM,0.00287,8.11707,13.23707,12.23805,8.11707
NREM,0.00259,8.36683,12.4878,11.86341,9.36585
NREM,0.00288,8.24195,11.86341,10.98927,8.36683
NREM,0.00251,8.11707,12.86244,11.73854,7.74244
NREM,0.00324,7.9922,11.98829,10.98927,8.36683
NREM,0.00346,8.86634,12.36293,11.48878,9.24098
NREM,0.00293,8.11707,12.23805,11.11415,7.3678
NREM,0.00289,7.86732,12.73756,11.98829,8.86634
NREM,0.00467,8.36683,11.73854,10.86439,9.36585
NREM,0.00253,8.24195,12.11317,11.11415,6.99317
NREM,0.00364,8.49171,12.61268,11.73854,8.61659
NREM,0.00304,8.11707,12.23805,11.23902,7.74244
NREM,0.00436,8.49171,12.98732,11.23902,9.74049
REM,0.00266,7.24293,12.61268,11.11415,6.74341
REM,0.00211,8.99122,13.1122,12.4878,9.36585
REM,0.00249,7.61756,12.61268,11.61366,7.3678
REM,0.00253,8.61659,12.36293,11.23902,9.24098
REM,0.00358,7.86732,11.98829,10.73951,6.86829
REM,0.00184,7.24293,12.36293,11.11415,6.99317
REM,0.00248,7.3678,12.73756,11.48878,6.2439
REM,0.00176,7.11805,12.61268,11.3639,6.61854
REM,0.00294,7.74244,12.73756,11.48878,6.49366
REM,0.00155,7.49268,12.4878,11.48878,7.11805
REM,0.0022,7.61756,12.4878,11.73854,6.49366
REM,0.00155,7.61756,13.36195,12.23805,7.49268
REM,0.00125,7.86732,12.86244,11.98829,7.86732
REM,0.00262,7.9922,12.23805,11.23902,9.24098
REM,0.00168,7.74244,12.61268,11.86341,7.49268
REM,0.00225,8.24195,13.23707,11.86341,6.49366
NREM,0.00164,7.74244,13.23707,12.36293,6.99317
NREM,0.00252,7.86732,12.36293,11.23902,6.49366
REM,0.00208,7.9922,13.23707,11.98829,8.11707
REM,0.00273,8.11707,11.73854,10.86439,8.49171
NREM,0.00212,7.49268,12.61268,11.61366,6.2439
REM,0.00205,7.86732,12.23805,11.3639,6.61854
NREM,0.00276,7.86732,12.36293,11.3639,6.61854
REM,0.00215,7.3678,12.4878,11.48878,6.2439
NREM,0.00152,7.61756,13.1122,12.11317,7.11805
REM,0.0016,7.49268,12.61268,11.48878,6.74341
NREM,0.00194,7.74244,13.23707,12.11317,6.99317
REM,0.00131,7.3678,12.98732,12.11317,7.24293
NREM,0.00184,7.9922,13.1122,11.98829,6.61854
NREM,0.00193,7.86732,13.23707,11.86341,7.24293
REM,0.00126,7.74244,13.1122,11.73854,6.74341
NREM,0.00182,7.61756,13.23707,12.36293,6.86829
REM,0.00169,7.74244,13.36195,12.36293,7.24293
NREM,0.00198,7.74244,12.86244,11.86341,7.11805
REM,0.00158,7.61756,12.98732,12.11317,7.74244
REM,0.00164,7.86732,12.98732,11.73854,6.36878
REM,0.00147,7.74244,13.86146,12.61268,6.86829
REM,0.00145,7.74244,13.23707,12.11317,6.2439
REM,0.00209,7.49268,13.61171,12.36293,6.49366
REM,0.00157,8.49171,13.23707,12.36293,9.74049
REM,0.0016,7.61756,12.73756,11.48878,6.61854
REM,0.00221,8.11707,13.1122,11.98829,7.3678
REM,0.00158,7.9922,12.61268,11.48878,8.11707
REM,0.00187,8.36683,13.1122,11.86341,9.86537
REM,0.00178,7.86732,13.1122,12.23805,6.99317
REM,0.00197,7.86732,13.48683,12.36293,7.3678
NREM,0.00239,8.11707,12.4878,11.48878,9.24098
NREM,0.00218,7.74244,12.61268,11.98829,7.86732
NREM,0.00145,7.9922,13.36195,12.23805,7.3678
NREM,0.00241,7.86732,12.86244,11.73854,7.86732
REM,0.00236,7.49268,12.98732,11.73854,7.24293
REM,0.00153,7.61756,12.86244,11.3639,7.11805
REM,0.00148,8.61659,12.98732,12.36293,9.49073
REM,0.0019,7.49268,13.23707,11.86341,6.61854
REM,0.00125,7.74244,12.4878,11.3639,6.99317
REM,0.00136,8.61659,13.36195,12.61268,7.3678
REM,0.00142,8.11707,13.61171,12.36293,6.99317
REM,0.00184,8.24195,12.73756,11.73854,7.86732
REM,0.00129,7.61756,12.98732,11.86341,7.24293
REM,0.00118,7.3678,12.86244,11.98829,6.11902
REM,0.00188,9.1161,12.86244,12.23805,9.61561
NREM,0.00177,7.74244,13.61171,12.23805,7.11805
NREM,0.00199,7.9922,13.61171,12.36293,6.74341
NREM,0.00168,7.61756,12.98732,11.98829,7.11805
NREM,0.00262,8.24195,12.4878,11.48878,7.9922
NREM,0.00143,7.9922,14.11122,12.73756,6.99317
NREM,0.00427,8.61659,13.48683,12.61268,8.74146
NREM,0.0024,8.11707,13.1122,12.36293,6.86829
NREM,0.00274,7.9922,12.61268,11.73854,6.74341
NREM,0.00358,8.11707,13.48683,12.36293,7.24293
NREM,0.00307,8.36683,12.73756,11.61366,9.86537
NREM,0.00269,8.11707,12.4878,11.48878,6.99317
NREM,0.00246,8.24195,12.61268,11.61366,8.49171
NREM,0.00365,8.61659,12.23805,11.3639,8.74146
NREM,0.00252,8.74146,12.86244,11.86341,9.49073
NREM,0.00212,8.36683,13.73659,12.61268,7.61756
NREM,0.00252,8.49171,12.36293,11.48878,8.61659
NREM,0.00192,7.86732,12.73756,11.61366,7.49268
NREM,0.00278,8.11707,12.61268,11.73854,7.9922
NREM,0.00345,7.24293,12.4878,11.48878,6.49366
NREM,0.00204,7.86732,13.23707,12.4878,7.74244
NREM,0.00292,8.24195,13.23707,12.11317,7.74244
NREM,0.00417,8.49171,12.73756,11.73854,9.1161
NREM,0.00316,7.9922,13.36195,12.23805,6.61854
NREM,0.00335,8.49171,13.61171,12.23805,9.36585
NREM,0.00279,8.11707,13.73659,12.61268,7.61756
NREM,0.0023,8.49171,13.86146,12.4878,8.61659
NREM,0.00223,8.49171,13.98634,13.1122,8.61659
NREM,0.00292,8.49171,12.86244,12.11317,7.3678
NREM,0.0024,8.49171,13.86146,12.4878,8.11707
NREM,0.0034,8.74146,13.23707,11.73854,9.36585
NREM,0.0031,8.36683,14.2361,13.73659,7.3678
NREM,0.00284,8.24195,12.4878,11.23902,8.74146
NREM,0.00289,8.61659,12.73756,11.73854,9.49073
NREM,0.00261,8.49171,12.86244,11.73854,8.61659
NREM,0.00318,8.11707,12.73756,11.73854,8.11707
NREM,0.00225,8.49171,13.48683,12.23805,7.74244
NREM,0.00355,8.49171,12.11317,11.11415,8.61659
NREM,0.00288,8.61659,13.1122,12.4878,7.74244
NREM,0.00318,8.61659,14.11122,12.98732,6.99317
NREM,0.00263,8.74146,12.98732,11.86341,10.61463
NREM,0.00299,7.86732,13.36195,12.11317,7.49268
NREM,0.00232,8.36683,12.23805,11.48878,8.74146
NREM,0.00291,7.86732,13.73659,12.61268,7.49268
NREM,0.0033,8.36683,11.98829,10.98927,9.99024
NREM,0.0019,8.24195,13.48683,12.4878,8.24195
NREM,0.00242,8.24195,13.61171,12.4878,6.74341
NREM,0.00413,8.61659,12.98732,11.73854,9.74049
NREM,0.00256,8.24195,12.11317,11.11415,8.24195
