Sleep_Stage,MeanP_Theta_F4,MedianF_Theta_F4,MeanF_Theta_F4,Spectral Edge_Theta_F4,PeakF_Theta_F4
NREM,0.00209,6.2439,11.98829,11.48878,3.24683
NREM,0.00291,6.11902,11.61366,11.23902,9.1161
NREM,0.00212,5.61951,11.61366,10.86439,3.62146
NREM,0.00244,5.12,11.86341,11.3639,3.37171
NREM,0.00254,7.3678,11.86341,11.61366,10.73951
NREM,0.00264,5.49463,11.86341,11.23902,4.62049
NREM,0.0024,5.86927,11.73854,11.23902,3.49659
NREM,0.0035,6.49366,11.61366,11.23902,3.24683
NREM,0.00253,5.86927,11.61366,11.11415,4.24585
NREM,0.00352,5.12,11.3639,10.86439,4.24585
NREM,0.00195,4.87024,11.73854,11.11415,2.99707
NREM,0.00262,6.36878,11.61366,11.11415,3.62146
NREM,0.0028,5.86927,11.61366,11.11415,5.24488
NREM,0.00262,6.11902,11.48878,10.98927,3.12195
NREM,0.00342,5.12,11.86341,10.98927,3.9961
NREM,0.00193,5.61951,11.48878,10.36488,2.99707
NREM,0.0021,5.49463,11.73854,11.23902,3.74634
NREM,0.00232,5.36976,11.61366,11.23902,3.62146
NREM,0.00382,5.12,11.86341,11.23902,3.74634
NREM,0.00298,4.24585,11.48878,9.49073,3.49659
NREM,0.00189,4.37073,11.86341,10.73951,3.24683
NREM,0.00149,5.24488,12.36293,11.3639,3.9961
NREM,0.00092,5.74439,14.2361,11.73854,3.9961
REM,0.00096,5.24488,13.98634,10.48976,4.62049
REM,0.00094,5.36976,14.73561,11.73854,3.49659
REM,0.00129,5.86927,14.2361,12.61268,4.74537
REM,0.00085,4.99512,14.11122,9.99024,4.49561
REM,0.00094,5.49463,14.98537,13.36195,3.87122
REM,0.00152,6.36878,13.98634,12.36293,4.49561
REM,0.00117,5.24488,12.98732,9.36585,3.37171
REM,0.00095,4.74537,12.73756,9.24098,4.37073
REM,0.00097,4.74537,12.61268,9.24098,4.49561
REM,0.00086,4.74537,14.73561,10.36488,3.37171
REM,0.00098,4.62049,13.48683,10.61463,4.62049
REM,0.0008,5.12,14.98537,10.48976,5.24488
REM,0.00137,6.11902,14.61073,12.4878,5.36976
REM,0.001,4.74537,13.23707,9.24098,4.24585
REM,0.0007,5.36976,12.86244,9.36585,4.49561
REM,0.0011,4.49561,12.4878,8.61659,4.37073
REM,0.00078,4.99512,14.61073,9.36585,4.49561
REM,0.00108,4.99512,14.11122,9.74049,4.74537
REM,0.00084,5.24488,13.86146,9.99024,4.49561
REM,0.00078,5.12,15.73463,12.86244,4.49561
NREM,0.00109,5.86927,14.98537,12.36293,5.36976
REM,0.00105,5.24488,13.98634,10.73951,6.61854
REM,0.00101,5.61951,13.36195,11.3639,5.74439
NREM,0.00117,5.36976,13.1122,11.11415,5.24488
NREM,0.00107,4.99512,13.98634,11.61366,4.87024
REM,0.00094,4.87024,12.86244,10.61463,3.37171
REM,0.00097,5.12,13.73659,11.48878,3.9961
REM,0.00128,6.74341,14.61073,12.4878,7.49268
REM,0.00093,4.74537,11.86341,9.1161,4.24585
REM,0.00084,4.87024,12.86244,9.36585,4.74537
REM,0.00102,5.86927,14.61073,11.86341,6.86829
NREM,0.00073,5.61951,13.48683,10.98927,4.49561
NREM,0.00103,5.74439,12.61268,11.86341,3.37171
NREM,0.00113,5.36976,12.4878,11.48878,3.37171
NREM,0.00102,6.36878,12.4878,11.3639,3.24683
NREM,0.00128,7.11805,12.61268,11.61366,11.11415
NREM,0.00102,5.99415,11.73854,11.3639,5.61951
NREM,0.00138,5.49463,12.23805,10.73951,3.37171
NREM,0.00118,5.74439,12.61268,11.86341,3.62146
NREM,0.00136,7.49268,12.36293,11.73854,11.48878
NREM,0.00118,5.74439,12.11317,11.3639,3.9961
NREM,0.00165,5.61951,11.86341,11.48878,3.49659
NREM,0.00152,6.2439,12.73756,11.61366,3.49659
NREM,0.00159,6.74341,11.73854,11.3639,11.11415
NREM,0.00164,6.61854,12.61268,11.86341,11.3639
NREM,0.00236,6.61854,11.98829,11.3639,3.12195
NREM,0.0015,6.2439,11.73854,11.3639,4.24585
NREM,0.00139,6.11902,12.36293,11.73854,2.74732
NREM,0.00155,6.49366,12.4878,11.98829,4.49561
NREM,0.00219,5.86927,12.73756,10.98927,3.37171
NREM,0.00143,6.61854,12.73756,12.11317,4.24585
NREM,0.00159,7.24293,11.98829,11.61366,11.23902
NREM,0.0018,6.36878,12.61268,11.86341,4.37073
NREM,0.00201,7.3678,11.86341,11.61366,11.48878
NREM,0.00137,6.11902,12.4878,11.61366,4.37073
NREM,0.00204,7.3678,12.86244,12.11317,3.12195
NREM,0.00199,6.86829,12.4878,11.86341,6.49366
NREM,0.00184,7.24293,12.61268,11.61366,10.86439
NREM,0.00118,5.36976,12.11317,10.61463,3.49659
NREM,0.00244,6.11902,12.36293,11.48878,4.12098
NREM,0.00125,6.11902,12.23805,11.61366,4.49561
NREM,0.00195,6.49366,12.61268,11.73854,11.23902
NREM,0.00165,5.86927,12.4878,11.61366,4.49561
NREM,0.00195,6.49366,12.73756,12.23805,4.49561
NREM,0.00247,6.49366,11.98829,11.61366,4.24585
NREM,0.00237,6.2439,11.98829,11.61366,3.37171
NREM,0.00192,6.61854,12.11317,11.48878,10.98927
NREM,0.00155,6.49366,11.73854,11.3639,4.24585
NREM,0.00227,6.86829,11.86341,11.48878,4.37073
NREM,0.00208,6.86829,11.86341,11.48878,11.23902
NREM,0.00282,5.36976,11.98829,11.3639,4.62049
NREM,0.00271,5.74439,12.11317,11.11415,3.24683
NREM,0.00115,7.3678,12.4878,10.73951,7.61756
NREM,0.00072,5.36976,12.73756,11.3639,3.9961
NREM,0.00115,6.61854,12.4878,11.98829,4.24585
NREM,0.0009,6.11902,13.98634,12.11317,2.62244
NREM,0.00184,5.86927,12.23805,11.48878,3.74634
NREM,0.00134,6.86829,12.36293,11.86341,2.99707
NREM,0.00123,7.49268,12.4878,11.86341,11.48878
NREM,0.00192,6.36878,12.4878,11.61366,9.1161
NREM,0.00184,6.99317,12.73756,11.98829,11.61366
NREM,0.00141,8.24195,12.36293,11.98829,11.61366
NREM,0.00236,5.36976,12.61268,11.86341,3.74634
NREM,0.00178,5.49463,12.23805,11.73854,2.74732
NREM,0.00201,6.86829,12.11317,11.73854,3.49659
NREM,0.00153,5.74439,12.4878,11.61366,4.87024
NREM,0.00199,5.24488,12.4878,11.23902,3.74634
NREM,0.00138,6.2439,12.61268,11.61366,3.12195
NREM,0.00178,5.99415,12.36293,11.86341,3.62146
NREM,0.00203,6.61854,11.86341,11.61366,11.61366
NREM,0.00164,5.24488,11.48878,10.48976,3.24683
NREM,0.00196,5.12,11.98829,11.23902,3.62146
NREM,0.00187,6.86829,11.86341,11.48878,4.12098
NREM,0.00252,5.61951,11.86341,11.11415,3.24683
NREM,0.00166,5.86927,11.86341,11.3639,3.62146
NREM,0.00232,6.49366,12.36293,11.86341,3.37171
NREM,0.00199,5.36976,12.36293,11.3639,2.8722
NREM,0.0025,7.11805,12.36293,11.61366,11.23902
NREM,0.0027,6.49366,12.11317,11.48878,4.37073
NREM,0.00271,7.11805,11.61366,11.11415,9.86537
NREM,0.00174,4.87024,12.4878,10.98927,4.37073
NREM,0.00207,6.36878,11.98829,11.3639,3.9961
NREM,0.00263,6.36878,11.48878,11.23902,4.12098
NREM,0.00183,5.86927,11.73854,11.3639,11.3639
NREM,0.00259,6.61854,12.23805,11.61366,3.62146
NREM,0.00239,6.99317,12.11317,11.61366,5.36976
NREM,0.00258,6.36878,11.48878,11.11415,3.62146
NREM,0.00317,6.2439,11.61366,10.73951,5.12
NREM,0.00234,6.2439,11.73854,11.23902,3.74634
NREM,0.00211,5.86927,11.73854,11.3639,3.24683
NREM,0.00281,7.24293,11.48878,11.23902,9.61561
NREM,0.002,6.11902,11.73854,11.23902,2.99707
NREM,0.00221,6.49366,12.23805,11.61366,4.49561
NREM,0.00245,5.86927,11.73854,11.23902,4.37073
NREM,0.00342,4.87024,11.73854,11.11415,4.12098
NREM,0.00203,6.49366,11.73854,11.48878,3.9961
NREM,0.00306,6.36878,11.73854,11.3639,4.12098
NREM,0.00273,5.99415,11.61366,11.23902,3.74634
NREM,0.00229,6.36878,11.86341,11.48878,5.36976
NREM,0.0024,5.74439,11.98829,11.48878,2.74732
NREM,0.00296,6.2439,11.73854,11.23902,2.99707
NREM,0.00201,6.49366,11.73854,11.3639,3.9961
NREM,0.00212,5.74439,11.98829,11.3639,4.37073
NREM,0.00359,6.11902,11.3639,10.73951,3.74634
NREM,0.00212,5.12,11.48878,10.73951,4.62049
NREM,0.00296,5.49463,11.73854,11.11415,4.62049
NREM,0.0023,4.49561,11.73854,11.11415,3.49659
NREM,0.00299,6.36878,11.3639,10.98927,5.86927
NREM,0.00316,5.36976,11.61366,11.23902,3.24683
NREM,0.00283,6.36878,11.3639,11.11415,3.74634
NREM,0.00261,5.74439,11.73854,11.11415,4.24585
NREM,0.00239,5.36976,11.61366,11.11415,3.9961
NREM,0.00364,6.61854,11.61366,11.23902,5.86927
NREM,0.00265,5.61951,11.61366,11.11415,2.99707
NREM,0.00246,6.11902,11.73854,11.11415,4.12098
NREM,0.00258,5.99415,11.73854,11.11415,4.49561
NREM,0.00168,5.49463,11.73854,11.23902,3.12195
NREM,0.00257,5.61951,11.61366,10.98927,3.49659
NREM,0.00265,5.12,11.3639,10.24,3.49659
NREM,0.00205,5.99415,12.11317,11.3639,10.98927
NREM,0.00272,4.99512,11.48878,10.48976,3.49659
NREM,0.00328,5.49463,11.48878,10.98927,5.49463
NREM,0.00267,6.11902,11.61366,11.23902,4.87024
NREM,0.00339,5.49463,11.3639,10.86439,3.49659
NREM,0.00226,5.61951,11.48878,11.11415,3.49659
NREM,0.00245,5.74439,11.86341,11.48878,3.12195
NREM,0.00295,5.49463,11.48878,11.11415,4.37073
NREM,0.00246,5.61951,11.3639,10.24,3.87122
NREM,0.00254,5.12,11.61366,10.48976,5.86927
NREM,0.00264,5.99415,11.98829,11.3639,3.37171
NREM,0.00272,5.61951,11.86341,11.3639,3.24683
NREM,0.00305,5.36976,11.61366,10.98927,3.49659
NREM,0.00263,5.49463,11.61366,11.23902,3.37171
NREM,0.00309,5.24488,11.48878,10.86439,3.24683
NREM,0.00288,4.87024,11.48878,10.98927,3.62146
NREM,0.00234,5.12,11.48878,10.36488,3.87122
NREM,0.00367,5.49463,11.61366,10.98927,5.49463
NREM,0.00246,4.99512,11.48878,10.61463,3.9961
NREM,0.002,5.24488,12.11317,11.23902,3.74634
NREM,0.00211,5.12,11.61366,10.61463,5.86927
REM,0.00164,5.24488,12.61268,9.49073,4.37073
REM,0.001,5.36976,15.23512,10.86439,4.74537
REM,0.0014,5.86927,15.11024,13.1122,5.61951
NREM,0.00109,6.74341,13.1122,10.11512,6.99317
NREM,0.00131,5.24488,11.98829,11.11415,3.87122
NREM,0.00123,5.61951,13.1122,11.73854,5.12
NREM,0.001,5.12,12.11317,11.23902,4.49561
NREM,0.00172,5.49463,13.61171,11.73854,4.12098
REM,0.00117,4.99512,11.86341,9.74049,4.87024
REM,0.0015,4.62049,10.98927,8.49171,3.12195
REM,0.00086,5.24488,12.61268,9.1161,4.37073
REM,0.0009,5.24488,14.61073,11.11415,4.37073
REM,0.00131,4.87024,12.11317,9.24098,4.12098
REM,0.00092,5.24488,13.73659,9.74049,5.24488
REM,0.001,4.87024,11.73854,8.99122,3.62146
REM,0.00102,4.87024,11.23902,8.74146,2.99707
REM,0.0013,5.99415,14.98537,12.4878,4.24585
NREM,0.00082,5.86927,13.36195,10.36488,4.62049
NREM,0.001,5.36976,11.73854,10.98927,3.87122
NREM,0.00069,5.74439,14.61073,11.11415,6.11902
NREM,0.00105,7.3678,13.23707,10.48976,7.9922
NREM,0.00092,6.36878,14.36098,11.11415,3.62146
NREM,0.00076,5.86927,12.4878,11.23902,6.74341
NREM,0.00092,5.24488,13.1122,11.98829,4.12098
NREM,0.00104,5.86927,12.4878,11.86341,4.12098
NREM,0.00101,5.24488,12.4878,11.73854,4.37073
NREM,0.00129,5.61951,12.73756,11.98829,4.74537
NREM,0.00156,6.11902,12.98732,12.36293,3.9961
NREM,0.00142,4.62049,12.11317,11.3639,3.49659
NREM,0.00106,5.74439,12.11317,11.73854,4.49561
NREM,0.00136,5.99415,11.98829,11.61366,11.48878
NREM,0.00099,5.61951,12.11317,11.61366,3.24683
NREM,0.00131,5.74439,12.36293,11.86341,4.49561
NREM,0.0015,6.74341,12.86244,11.86341,3.74634
NREM,0.00138,6.74341,12.4878,11.3639,11.23902
NREM,0.00119,5.86927,12.61268,11.3639,3.24683
NREM,0.00141,5.49463,11.3639,10.36488,2.62244
NREM,0.0013,5.99415,11.86341,11.48878,3.24683
NREM,0.0013,5.24488,11.98829,10.48976,3.12195
NREM,0.0017,8.74146,11.86341,11.61366,11.23902
NREM,0.00122,5.99415,12.11317,11.61366,3.24683
NREM,0.00212,6.61854,12.11317,11.73854,3.37171
NREM,0.00096,6.11902,13.36195,12.36293,4.37073
NREM,0.00165,7.11805,12.73756,12.36293,3.74634
NREM,0.00142,6.2439,12.4878,11.86341,3.49659
NREM,0.0014,6.2439,11.98829,11.3639,4.12098
NREM,0.00163,5.99415,11.98829,11.48878,6.61854
NREM,0.00161,7.11805,11.98829,11.73854,11.48878
NREM,0.00145,5.24488,12.23805,11.23902,5.61951
NREM,0.00214,7.74244,12.73756,11.98829,11.48878
NREM,0.00226,10.11512,12.23805,11.61366,11.11415
NREM,0.00159,6.2439,11.86341,11.3639,4.62049
NREM,0.00219,7.3678,12.4878,11.73854,3.49659
NREM,0.0014,5.36976,12.36293,11.61366,3.62146
NREM,0.00181,7.24293,12.4878,11.98829,4.24585
NREM,0.00176,7.11805,11.73854,11.3639,11.11415
NREM,0.00179,7.86732,12.4878,11.98829,11.3639
NREM,0.00239,7.3678,12.36293,11.73854,11.48878
NREM,0.00185,5.36976,11.86341,11.3639,2.74732
NREM,0.0017,6.36878,12.36293,11.73854,2.8722
NREM,0.00195,6.11902,12.23805,11.61366,3.9961
NREM,0.00177,6.61854,12.36293,11.73854,3.62146
NREM,0.00154,5.61951,12.23805,11.23902,4.74537
NREM,0.00241,7.49268,12.36293,11.61366,10.73951
NREM,0.00142,5.61951,11.98829,11.3639,3.37171
NREM,0.00233,6.86829,12.4878,11.73854,3.74634
NREM,0.00235,7.49268,12.4878,11.98829,4.99512
NREM,0.00213,5.49463,12.23805,11.3639,3.62146
NREM,0.00199,6.11902,12.23805,11.61366,3.12195
NREM,0.0016,6.2439,11.86341,11.23902,4.37073
NREM,0.00209,6.2439,12.4878,11.73854,3.49659
NREM,0.00165,6.86829,11.73854,11.3639,10.98927
NREM,0.00213,5.49463,11.98829,11.61366,3.87122
NREM,0.00214,6.2439,11.98829,11.48878,3.87122
NREM,0.00221,6.36878,12.61268,11.86341,3.74634
NREM,0.00214,5.86927,11.61366,11.11415,3.87122
NREM,0.00204,7.24293,11.73854,11.3639,5.99415
NREM,0.00281,7.11805,12.36293,11.73854,4.62049
NREM,0.00306,6.49366,11.23902,10.24,6.74341
NREM,0.0019,6.11902,12.4878,11.3639,3.74634
NREM,0.00175,6.11902,11.86341,11.48878,3.87122
NREM,0.00179,4.99512,11.86341,10.86439,4.37073
NREM,0.00269,5.24488,12.23805,11.3639,4.74537
NREM,0.00376,6.11902,11.86341,10.48976,3.49659
NREM,0.00195,7.61756,12.11317,11.61366,11.23902
NREM,0.00222,6.2439,11.73854,11.3639,11.11415
NREM,0.00159,6.11902,12.73756,11.61366,4.87024
NREM,0.0017,6.86829,12.23805,11.61366,4.49561
NREM,0.00217,6.99317,11.98829,11.48878,11.3639
NREM,0.00167,5.74439,12.23805,11.3639,4.87024
NREM,0.00225,7.11805,12.4878,11.73854,3.37171
NREM,0.00233,6.2439,11.98829,11.48878,3.37171
NREM,0.00352,5.12,11.98829,11.61366,5.12
NREM,0.00155,5.49463,11.98829,10.86439,3.62146
NREM,0.00198,6.61854,12.23805,11.73854,3.37171
NREM,0.00174,7.3678,12.98732,11.73854,4.62049
NREM,0.00157,5.49463,12.36293,11.61366,3.12195
NREM,0.0013,6.49366,12.61268,11.86341,11.48878
NREM,0.00172,7.61756,12.4878,11.86341,11.3639
NREM,0.00225,9.49073,12.61268,12.11317,11.11415
NREM,0.0021,5.99415,12.36293,11.73854,3.37171
NREM,0.00159,6.99317,12.23805,11.61366,3.49659
NREM,0.00263,7.74244,12.23805,11.86341,11.11415
NREM,0.00207,5.86927,11.61366,11.23902,4.37073
NREM,0.00142,5.86927,12.23805,11.73854,3.49659
NREM,0.00199,6.99317,11.86341,11.48878,11.61366
NREM,0.0015,5.99415,12.23805,11.61366,3.24683
NREM,0.00222,5.86927,12.11317,11.48878,3.37171
NREM,0.00242,6.36878,12.86244,11.61366,3.74634
NREM,0.00117,5.24488,12.98732,11.11415,3.74634
NREM,0.00159,6.61854,13.23707,12.36293,5.24488
NREM,0.00136,6.2439,12.23805,11.73854,3.74634
NREM,0.0011,6.61854,13.98634,12.4878,7.3678
NREM,0.00177,7.24293,13.1122,11.98829,6.99317
NREM,0.00147,8.36683,12.61268,12.11317,10.73951
NREM,0.00201,6.74341,12.86244,12.11317,3.37171
NREM,0.00123,6.36878,12.4878,11.73854,11.48878
NREM,0.00153,8.61659,12.98732,12.4878,11.61366
NREM,0.00193,5.61951,12.23805,11.61366,2.99707
NREM,0.00151,6.2439,11.98829,11.48878,10.48976
NREM,0.00149,6.11902,12.61268,11.86341,3.37171
NREM,0.00174,6.74341,11.86341,11.3639,3.9961
NREM,0.00212,6.86829,11.98829,11.61366,4.87024
NREM,0.00163,5.49463,12.23805,11.48878,3.9961
NREM,0.00192,7.74244,13.61171,12.23805,9.24098
NREM,0.0012,5.24488,12.23805,11.61366,4.12098
NREM,0.00129,5.74439,13.1122,12.23805,4.49561
NREM,0.00155,5.49463,12.11317,11.61366,3.74634
NREM,0.00147,5.36976,12.98732,11.86341,2.8722
NREM,0.00184,7.11805,12.4878,11.98829,7.61756
NREM,0.00131,5.49463,13.48683,11.3639,4.74537
REM,0.00081,5.99415,15.36,11.86341,5.36976
REM,0.00119,5.24488,13.73659,10.73951,3.12195
REM,0.00094,4.62049,13.23707,9.61561,3.87122
REM,0.00081,5.61951,14.11122,10.36488,3.24683
REM,0.00077,5.49463,14.2361,10.86439,3.24683
REM,0.001,5.49463,13.98634,10.98927,3.62146
REM,0.00116,4.87024,12.86244,9.49073,3.62146
REM,0.0007,5.61951,13.73659,9.61561,4.99512
REM,0.00074,5.36976,13.98634,9.99024,6.2439
REM,0.00083,5.61951,13.48683,10.36488,2.8722
REM,0.00085,5.61951,12.36293,9.49073,5.99415
REM,0.00078,5.12,12.61268,9.24098,3.62146
REM,0.00098,4.74537,12.4878,9.1161,4.37073
REM,0.00076,5.12,13.61171,10.48976,5.12
REM,0.00082,4.74537,13.1122,9.49073,3.74634
REM,0.0008,4.62049,12.11317,9.24098,3.62146
REM,0.00083,4.62049,11.61366,8.99122,3.24683
REM,0.00088,4.99512,13.23707,9.24098,5.24488
REM,0.00076,5.24488,12.98732,9.24098,4.49561
REM,0.00069,4.99512,13.1122,9.49073,4.12098
REM,0.00092,4.74537,12.86244,9.24098,5.49463
REM,0.00091,5.24488,11.98829,9.1161,4.99512
REM,0.00152,4.74537,12.4878,8.99122,4.49561
REM,0.00091,5.36976,13.48683,9.86537,3.24683
REM,0.00116,5.12,11.11415,9.1161,3.24683
REM,0.00092,5.24488,11.23902,8.86634,3.87122
REM,0.00089,4.99512,12.36293,9.49073,4.49561
REM,0.00077,5.49463,12.36293,9.74049,3.9961
REM,0.00067,5.86927,15.48488,11.86341,5.24488
NREM,0.0009,7.49268,15.23512,12.4878,8.99122
NREM,0.00113,6.49366,13.98634,10.48976,3.87122
NREM,0.00095,7.3678,14.2361,11.86341,7.9922
NREM,0.00075,6.11902,14.61073,10.98927,3.62146
NREM,0.00069,5.99415,15.48488,12.98732,4.24585
NREM,0.00068,5.36976,12.61268,10.11512,3.74634
NREM,0.00071,5.49463,15.98439,12.73756,3.9961
NREM,0.00053,6.86829,13.36195,11.23902,3.87122
NREM,0.0004,6.99317,13.98634,12.36293,4.62049
NREM,0.00055,7.74244,13.36195,11.86341,7.86732
NREM,0.0005,6.36878,13.48683,11.3639,3.74634
NREM,0.00041,6.86829,13.48683,11.86341,4.49561
NREM,0.01599,3.9961,9.99024,7.61756,3.24683
NREM,0.00075,5.49463,12.11317,10.11512,3.37171
NREM,0.00068,4.62049,11.48878,9.74049,3.24683
NREM,0.00112,4.24585,11.73854,9.24098,3.24683
NREM,0.00083,4.49561,12.61268,10.11512,3.74634
NREM,0.00299,4.49561,10.24,7.74244,2.62244
NREM,0.00067,4.87024,12.36293,10.48976,4.62049
NREM,0.00058,4.37073,13.1122,10.24,3.49659
NREM,0.00781,3.9961,10.61463,7.61756,2.62244
NREM,0.04077,3.62146,9.24098,6.61854,3.12195
NREM,0.00057,5.36976,13.1122,11.23902,5.12
NREM,0.00067,5.74439,13.36195,11.23902,4.74537
NREM,0.00052,5.86927,14.11122,11.98829,3.62146
NREM,0.00142,4.49561,12.86244,10.48976,3.24683
NREM,0.00159,4.37073,13.73659,10.24,3.87122
NREM,0.00561,3.74634,11.3639,9.86537,3.37171
NREM,0.00078,4.99512,12.73756,10.61463,4.37073
NREM,0.00067,5.24488,13.36195,11.23902,3.74634
NREM,0.00121,3.74634,11.61366,9.24098,2.49756
NREM,0.00086,4.37073,12.4878,10.36488,2.62244
NREM,0.00102,5.36976,12.11317,10.61463,2.8722
NREM,0.00108,4.87024,12.11317,10.36488,3.87122
NREM,0.00069,7.49268,12.98732,11.11415,8.24195
NREM,0.00252,4.99512,11.73854,9.36585,4.12098
NREM,0.00061,7.11805,12.61268,11.11415,8.61659
NREM,0.00129,4.87024,12.61268,10.98927,3.74634
NREM,0.00053,6.2439,12.86244,11.48878,6.11902
NREM,0.00169,5.99415,15.23512,12.4878,2.99707
NREM,0.0004,6.2439,14.36098,12.36293,3.74634
NREM,0.00045,7.3678,14.86049,12.98732,3.74634
NREM,0.00047,5.99415,14.48585,11.86341,3.74634
NREM,0.00067,5.49463,12.61268,10.98927,2.49756
NREM,0.00053,5.36976,13.1122,10.98927,4.87024
NREM,0.00044,5.86927,14.2361,12.23805,4.87024
NREM,0.00057,5.12,12.4878,10.61463,2.8722
NREM,0.00057,5.49463,12.4878,10.98927,3.74634
NREM,0.00055,5.24488,13.36195,11.3639,4.37073
NREM,0.0009,6.36878,14.98537,12.4878,3.74634
NREM,0.00056,4.99512,12.61268,10.73951,4.49561
NREM,0.00042,5.99415,13.98634,11.86341,4.74537
NREM,0.00058,5.86927,12.73756,11.48878,4.74537
NREM,0.00043,5.49463,13.23707,11.11415,4.62049
NREM,0.00058,5.24488,12.61268,10.86439,2.8722
NREM,0.00039,6.2439,13.73659,11.98829,4.87024
NREM,0.00047,6.36878,14.48585,12.73756,6.49366
REM,0.00041,5.12,12.61268,10.61463,4.87024
REM,0.00035,4.62049,12.61268,10.24,4.49561
NREM,0.00339,6.86829,12.86244,11.61366,3.87122
NREM,0.00038,5.36976,14.2361,11.98829,3.9961
NREM,0.00045,5.49463,13.48683,10.86439,3.9961
NREM,0.00128,7.24293,16.35902,14.2361,3.9961
NREM,0.00039,5.49463,14.11122,11.48878,4.62049
NREM,0.00066,6.11902,14.36098,12.4878,3.87122
NREM,0.00044,5.12,14.11122,11.23902,4.49561
NREM,0.00038,5.12,14.11122,11.86341,3.87122
NREM,0.00038,6.49366,13.98634,11.98829,3.9961
REM,0.00044,6.11902,13.1122,10.98927,3.24683
REM,0.00036,6.36878,14.11122,12.11317,4.74537
REM,0.00036,6.36878,13.86146,11.73854,3.74634
REM,0.00037,5.49463,14.48585,11.61366,4.12098
REM,0.00042,6.2439,14.2361,11.48878,4.74537
REM,0.00035,5.86927,14.11122,11.98829,3.9961
REM,0.00041,5.49463,13.61171,11.3639,3.74634
REM,0.00049,5.86927,13.61171,11.23902,5.24488
REM,0.00044,5.61951,13.61171,11.23902,3.74634
REM,0.00035,6.74341,14.2361,12.11317,3.9961
NREM,0.00039,6.2439,13.73659,11.61366,5.12
NREM,0.00169,5.49463,14.73561,11.3639,8.86634
NREM,0.00053,5.99415,12.4878,10.98927,3.74634
NREM,0.00056,5.61951,13.86146,11.48878,3.87122
REM,0.00049,5.12,12.86244,10.73951,3.62146
REM,0.00042,5.74439,12.61268,10.98927,4.24585
REM,0.00053,5.36976,12.61268,10.36488,4.37073
REM,0.00041,5.86927,13.36195,11.61366,4.49561
REM,0.00058,5.24488,12.73756,10.36488,4.37073
REM,0.00061,4.24585,11.98829,9.49073,4.12098
REM,0.00063,4.12098,11.48878,8.99122,4.12098
REM,0.00048,4.24585,12.36293,9.74049,4.12098
REM,0.00094,4.74537,12.86244,10.61463,4.12098
REM,0.00039,5.86927,14.61073,12.4878,4.24585
REM,0.00043,5.49463,13.1122,10.98927,4.12098
REM,0.00071,4.37073,11.48878,9.36585,3.62146
REM,0.00095,3.74634,10.73951,8.24195,3.9961
REM,0.00075,3.9961,11.73854,8.86634,4.37073
REM,0.0006,4.49561,11.98829,9.99024,4.49561
REM,0.00047,6.74341,13.98634,11.98829,4.49561
NREM,0.00037,6.11902,14.11122,11.48878,4.24585
NREM,0.00047,5.49463,13.98634,11.86341,4.12098
NREM,0.00052,6.11902,14.11122,12.11317,4.12098
NREM,0.00041,5.86927,13.86146,11.98829,4.12098
NREM,0.00048,5.61951,13.73659,11.73854,4.12098
NREM,0.0004,5.61951,14.36098,11.73854,4.12098
NREM,0.00046,5.61951,13.61171,11.23902,3.9961
NREM,0.00044,5.86927,13.86146,11.61366,4.12098
NREM,0.00055,4.37073,13.23707,10.24,3.9961
REM,0.00048,5.36976,13.73659,11.3639,3.74634
REM,0.00048,5.12,12.23805,9.99024,3.87122
NREM,0.011,4.74537,9.61561,7.86732,4.87024
NREM,0.00088,5.74439,14.86049,11.3639,4.12098
NREM,0.00051,4.99512,13.86146,10.73951,3.9961
NREM,0.00049,5.36976,14.73561,12.11317,3.87122
NREM,0.00046,5.24488,13.61171,10.98927,6.49366
NREM,0.00091,6.36878,14.98537,11.23902,3.37171
NREM,0.00058,5.86927,13.73659,11.73854,3.9961
NREM,0.00053,6.36878,13.23707,11.61366,4.49561
NREM,0.00123,3.9961,12.23805,9.36585,3.12195
NREM,0.00051,5.36976,13.36195,10.98927,4.12098
NREM,0.00063,5.36976,13.36195,11.3639,3.87122
NREM,0.00073,6.11902,13.1122,11.3639,4.24585
NREM,0.00046,5.12,13.98634,11.61366,3.87122
NREM,0.0039,7.86732,14.11122,12.73756,10.24
NREM,0.00043,6.49366,14.48585,12.4878,4.99512
NREM,0.00046,5.36976,13.36195,11.11415,4.12098
NREM,0.00041,6.2439,13.61171,11.86341,4.12098
NREM,0.00056,5.61951,13.23707,11.23902,4.87024
NREM,0.00065,5.24488,12.61268,10.61463,3.12195
NREM,0.00795,4.62049,11.48878,10.61463,3.74634
NREM,0.00074,6.2439,15.98439,13.1122,6.11902
NREM,0.00103,6.36878,12.23805,10.61463,8.24195
NREM,0.00135,6.49366,15.85951,12.23805,4.12098
NREM,0.00061,7.49268,14.2361,12.36293,7.74244
NREM,0.00047,6.99317,17.48293,14.11122,5.49463
NREM,0.00039,7.3678,13.61171,11.86341,8.74146
NREM,0.00288,4.24585,10.86439,7.74244,4.87024
NREM,0.00039,6.61854,13.23707,11.73854,4.49561
NREM,0.00038,6.2439,12.73756,11.11415,3.62146
NREM,0.00081,6.11902,13.73659,11.11415,3.62146
NREM,0.00046,6.2439,12.4878,11.11415,3.62146
NREM,0.00055,6.49366,12.4878,10.61463,3.49659
NREM,0.00056,5.49463,12.61268,10.86439,3.49659
